seqname	feature	start	end	gene_name
chrX	CDS	45060608	45060764	KDM6A
chrX	CDS	45061323	45061419	KDM6A
chrX	CDS	45062646	45062748	KDM6A
chrX	CDS	45063421	45063817	KDM6A
chrX	CDS	45069578	45070357	KDM6A
chrX	CDS	45076696	45076826	KDM6A
chrX	CDS	45078399	45078505	KDM6A
chrX	CDS	45079145	45079351	KDM6A
chrX	CDS	45082575	45082640	KDM6A
chrX	CDS	45082714	45082789	KDM6A
chrX	CDS	45083459	45083608	KDM6A
chrX	CDS	45085864	45085979	KDM6A
chrX	CDS	45089742	45089930	KDM6A
chrX	CDS	45090722	45090864	KDM6A
chrX	CDS	45107409	45107536	KDM6A
chrX	CDS	45110078	45110249	KDM6A
chrX	CDS	45111381	45111408	KDM6A
chrX	CDS	44873623	44873712	KDM6A
chrX	CDS	44873923	44873987	KDM6A
chrX	CDS	44961283	44961392	KDM6A
chrX	CDS	44974665	44974715	KDM6A
chrX	CDS	45010960	45011019	KDM6A
chrX	CDS	45020609	45020730	KDM6A
chrX	CDS	45034930	45034985	KDM6A
chrX	CDS	45037654	45037689	KDM6A
chrX	CDS	45051708	45051802	KDM6A
chrX	CDS	45053828	45053955	KDM6A
chrX	CDS	45059005	45059104	KDM6A
chrX	CDS	45059246	45059466	KDM6A
chrX	CDS	45060608	45060764	KDM6A
chrX	CDS	45061323	45061419	KDM6A
chrX	CDS	45063421	45063817	KDM6A
chrX	CDS	45069578	45070357	KDM6A
chrX	CDS	45076696	45076826	KDM6A
chrX	CDS	45078399	45078505	KDM6A
chrX	CDS	45079145	45079351	KDM6A
chrX	CDS	45082575	45082640	KDM6A
chrX	CDS	45082714	45082789	KDM6A
chrX	CDS	45083459	45083608	KDM6A
chrX	CDS	45085864	45085979	KDM6A
chrX	CDS	45089742	45089930	KDM6A
chrX	CDS	45090722	45090832	KDM6A
chrX	CDS	45107409	45107523	KDM6A
chrX	CDS	44873551	44873712	KDM6A
chrX	CDS	44873923	44873987	KDM6A
chrX	CDS	44961283	44961392	KDM6A
chrX	CDS	44974665	44974715	KDM6A
chrX	CDS	45010960	45011019	KDM6A
chrX	CDS	45020609	45020730	KDM6A
chrX	CDS	45034930	45034985	KDM6A
chrX	CDS	45037654	45037689	KDM6A
chrX	CDS	45051708	45051802	KDM6A
chrX	CDS	45053828	45053955	KDM6A
chrX	CDS	45059005	45059104	KDM6A
chrX	CDS	45059246	45059466	KDM6A
chrX	CDS	45060021	45060156	KDM6A
chrX	CDS	45061323	45061419	KDM6A
chrX	CDS	45062646	45062748	KDM6A
chrX	CDS	45063421	45063817	KDM6A
chrX	CDS	45069578	45070357	KDM6A
chrX	CDS	45076696	45076826	KDM6A
chrX	CDS	45078399	45078505	KDM6A
chrX	CDS	45079145	45079351	KDM6A
chrX	CDS	45082575	45082640	KDM6A
chrX	CDS	45082714	45082789	KDM6A
chrX	CDS	45083459	45083608	KDM6A
chrX	CDS	45085864	45085979	KDM6A
chrX	CDS	45089742	45089930	KDM6A
chrX	CDS	45090722	45090864	KDM6A
chrX	CDS	45107409	45107536	KDM6A
chrX	CDS	45110078	45110249	KDM6A
chrX	CDS	45111381	45111408	KDM6A
chrX	CDS	44873551	44873712	KDM6A
chrX	CDS	44873923	44873987	KDM6A
chrX	CDS	44961283	44961392	KDM6A
chrX	CDS	44974665	44974715	KDM6A
chrX	CDS	45010960	45011019	KDM6A
chrX	CDS	45020609	45020730	KDM6A
chrX	CDS	45034930	45034985	KDM6A
chrX	CDS	45037654	45037689	KDM6A
chrX	CDS	45053828	45053846	KDM6A
chrX	CDS	45059281	45059466	KDM6A
chrX	CDS	45060021	45060156	KDM6A
chrX	CDS	45061323	45061419	KDM6A
chrX	CDS	45063421	45063676	KDM6A
chrX	CDS	45059345	45059466	KDM6A
chrX	CDS	45061323	45061419	KDM6A
chrX	CDS	45062646	45062748	KDM6A
chrX	CDS	45063421	45063817	KDM6A
chrX	CDS	45069578	45070357	KDM6A
chrX	CDS	45076696	45076826	KDM6A
chrX	CDS	45078399	45078505	KDM6A
chrX	CDS	45079145	45079351	KDM6A
chrX	CDS	45082575	45082640	KDM6A
chrX	CDS	45082714	45082789	KDM6A
chrX	CDS	45083459	45083608	KDM6A
chrX	CDS	45085864	45085979	KDM6A
chrX	CDS	45089742	45089930	KDM6A
chrX	CDS	45090722	45090864	KDM6A
chrX	CDS	45107409	45107536	KDM6A
chrX	CDS	45110078	45110249	KDM6A
chrX	CDS	45111381	45111408	KDM6A
chrX	CDS	45060056	45060156	KDM6A
chrX	CDS	45060608	45060764	KDM6A
chrX	CDS	45061323	45061419	KDM6A
chrX	CDS	45062646	45062748	KDM6A
chrX	CDS	45063421	45063817	KDM6A
chrX	CDS	45069578	45070357	KDM6A
chrX	CDS	45076696	45076826	KDM6A
chrX	CDS	45078399	45078505	KDM6A
chrX	CDS	45079145	45079351	KDM6A
chrX	CDS	45082575	45082640	KDM6A
chrX	CDS	45082714	45082789	KDM6A
chrX	CDS	45083459	45083608	KDM6A
chrX	CDS	45085864	45085979	KDM6A
chrX	CDS	45089742	45089930	KDM6A
chrX	CDS	45090722	45090864	KDM6A
chrX	CDS	45107409	45107536	KDM6A
chrX	CDS	45110078	45110249	KDM6A
chrX	CDS	45111381	45111408	KDM6A
chrX	CDS	45090816	45090864	KDM6A
chrX	CDS	45106541	45106649	KDM6A
chrX	CDS	45107409	45107536	KDM6A
chrX	CDS	45110078	45110249	KDM6A
chrX	CDS	45111381	45111408	KDM6A
chrX	CDS	20141624	20141640	EIF1AX
chrX	CDS	20138538	20138622	EIF1AX
chrX	CDS	20135737	20135841	EIF1AX
chrX	CDS	20133956	20134007	EIF1AX
chrX	CDS	20132181	20132263	EIF1AX
chrX	CDS	20130515	20130607	EIF1AX
chrX	CDS	20128308	20128311	EIF1AX
chrX	CDS	20141624	20141640	EIF1AX
chrX	CDS	20135737	20135841	EIF1AX
chrX	CDS	20133956	20134007	EIF1AX
chrX	CDS	20132181	20132263	EIF1AX
chrX	CDS	20130515	20130607	EIF1AX
chrX	CDS	20128308	20128311	EIF1AX
chrX	CDS	53224739	53224889	KDM5C
chrX	CDS	53217795	53217966	KDM5C
chrX	CDS	53217142	53217277	KDM5C
chrX	CDS	53216073	53216197	KDM5C
chrX	CDS	53215794	53215976	KDM5C
chrX	CDS	53214688	53214847	KDM5C
chrX	CDS	53211786	53211906	KDM5C
chrX	CDS	53211496	53211655	KDM5C
chrX	CDS	53210675	53210857	KDM5C
chrX	CDS	53210413	53210576	KDM5C
chrX	CDS	53201853	53201973	KDM5C
chrX	CDS	53201549	53201744	KDM5C
chrX	CDS	53198976	53199158	KDM5C
chrX	CDS	53198763	53198888	KDM5C
chrX	CDS	53198489	53198637	KDM5C
chrX	CDS	53197770	53197876	KDM5C
chrX	CDS	53196685	53197044	KDM5C
chrX	CDS	53195915	53196054	KDM5C
chrX	CDS	53195230	53195410	KDM5C
chrX	CDS	53194930	53195068	KDM5C
chrX	CDS	53194138	53194738	KDM5C
chrX	CDS	53193781	53193851	KDM5C
chrX	CDS	53193497	53193636	KDM5C
chrX	CDS	53192746	53192837	KDM5C
chrX	CDS	53224739	53224889	KDM5C
chrX	CDS	53220838	53220916	KDM5C
chrX	CDS	53218275	53218398	KDM5C
chrX	CDS	53217795	53217966	KDM5C
chrX	CDS	53217142	53217277	KDM5C
chrX	CDS	53216073	53216197	KDM5C
chrX	CDS	53215794	53215976	KDM5C
chrX	CDS	53214688	53214847	KDM5C
chrX	CDS	53211786	53211906	KDM5C
chrX	CDS	53211496	53211655	KDM5C
chrX	CDS	53210675	53210857	KDM5C
chrX	CDS	53210413	53210576	KDM5C
chrX	CDS	53201853	53201973	KDM5C
chrX	CDS	53201549	53201744	KDM5C
chrX	CDS	53198976	53199158	KDM5C
chrX	CDS	53198763	53198888	KDM5C
chrX	CDS	53198489	53198637	KDM5C
chrX	CDS	53197770	53197876	KDM5C
chrX	CDS	53196685	53197044	KDM5C
chrX	CDS	53195915	53196054	KDM5C
chrX	CDS	53195230	53195410	KDM5C
chrX	CDS	53194930	53195068	KDM5C
chrX	CDS	53194138	53194738	KDM5C
chrX	CDS	53193772	53193851	KDM5C
chrX	CDS	53193436	53193636	KDM5C
chrX	CDS	53192969	53193332	KDM5C
chrX	CDS	53224739	53224889	KDM5C
chrX	CDS	53220838	53220916	KDM5C
chrX	CDS	53218275	53218398	KDM5C
chrX	CDS	53217795	53217966	KDM5C
chrX	CDS	53217142	53217274	KDM5C
chrX	CDS	53216073	53216197	KDM5C
chrX	CDS	53215794	53215976	KDM5C
chrX	CDS	53214688	53214847	KDM5C
chrX	CDS	53211786	53211906	KDM5C
chrX	CDS	53211496	53211655	KDM5C
chrX	CDS	53210675	53210857	KDM5C
chrX	CDS	53210413	53210576	KDM5C
chrX	CDS	53201853	53201973	KDM5C
chrX	CDS	53201549	53201744	KDM5C
chrX	CDS	53198976	53199158	KDM5C
chrX	CDS	53198763	53198888	KDM5C
chrX	CDS	53198489	53198637	KDM5C
chrX	CDS	53197770	53197876	KDM5C
chrX	CDS	53196685	53197044	KDM5C
chrX	CDS	53195915	53196054	KDM5C
chrX	CDS	53195230	53195410	KDM5C
chrX	CDS	53194930	53195068	KDM5C
chrX	CDS	53194138	53194738	KDM5C
chrX	CDS	53193772	53193851	KDM5C
chrX	CDS	53193436	53193636	KDM5C
chrX	CDS	53192969	53193332	KDM5C
chrX	CDS	53224739	53224889	KDM5C
chrX	CDS	53220838	53220916	KDM5C
chrX	CDS	53218275	53218398	KDM5C
chrX	CDS	53217795	53217966	KDM5C
chrX	CDS	53217142	53217277	KDM5C
chrX	CDS	53216073	53216197	KDM5C
chrX	CDS	53215794	53215976	KDM5C
chrX	CDS	53214688	53214847	KDM5C
chrX	CDS	53211786	53211906	KDM5C
chrX	CDS	53211496	53211655	KDM5C
chrX	CDS	53210675	53210857	KDM5C
chrX	CDS	53210413	53210576	KDM5C
chrX	CDS	53201853	53201973	KDM5C
chrX	CDS	53201549	53201744	KDM5C
chrX	CDS	53198976	53199158	KDM5C
chrX	CDS	53198763	53198888	KDM5C
chrX	CDS	53198489	53198637	KDM5C
chrX	CDS	53197770	53197876	KDM5C
chrX	CDS	53196685	53197044	KDM5C
chrX	CDS	53195915	53196054	KDM5C
chrX	CDS	53195230	53195410	KDM5C
chrX	CDS	53194930	53195068	KDM5C
chrX	CDS	53194138	53194738	KDM5C
chrX	CDS	53193781	53193851	KDM5C
chrX	CDS	53193436	53193636	KDM5C
chrX	CDS	53192969	53193332	KDM5C
chrX	CDS	53224739	53224889	KDM5C
chrX	CDS	53220838	53220916	KDM5C
chrX	CDS	53217795	53217966	KDM5C
chrX	CDS	53217142	53217277	KDM5C
chrX	CDS	53216073	53216197	KDM5C
chrX	CDS	53215794	53215976	KDM5C
chrX	CDS	53214688	53214847	KDM5C
chrX	CDS	53211786	53211906	KDM5C
chrX	CDS	53211496	53211655	KDM5C
chrX	CDS	53210675	53210857	KDM5C
chrX	CDS	53210413	53210576	KDM5C
chrX	CDS	53201853	53201973	KDM5C
chrX	CDS	53201549	53201744	KDM5C
chrX	CDS	53198976	53199158	KDM5C
chrX	CDS	53198763	53198888	KDM5C
chrX	CDS	53198489	53198637	KDM5C
chrX	CDS	53197770	53197876	KDM5C
chrX	CDS	53196685	53197044	KDM5C
chrX	CDS	53195915	53196054	KDM5C
chrX	CDS	53195230	53195410	KDM5C
chrX	CDS	53194930	53195068	KDM5C
chrX	CDS	53194138	53194738	KDM5C
chrX	CDS	53193781	53193851	KDM5C
chrX	CDS	53193436	53193636	KDM5C
chrX	CDS	53192969	53193332	KDM5C
chrX	CDS	53224739	53224889	KDM5C
chrX	CDS	53221721	53221730	KDM5C
chrX	CDS	53224739	53224889	KDM5C
chrX	CDS	53220838	53220916	KDM5C
chrX	CDS	53218643	53218712	KDM5C
chrX	CDS	53224739	53224889	KDM5C
chrX	CDS	53221721	53221793	KDM5C
chrX	CDS	72277192	72277195	RPS4X
chrX	CDS	72276156	72276234	RPS4X
chrX	CDS	72275543	72275724	RPS4X
chrX	CDS	72275052	72275150	RPS4X
chrX	CDS	72273800	72273972	RPS4X
chrX	CDS	72273231	72273389	RPS4X
chrX	CDS	72272673	72272772	RPS4X
chrY	CDS	2841624	2841627	RPS4Y1
chrY	CDS	2842164	2842242	RPS4Y1
chrY	CDS	2844076	2844257	RPS4Y1
chrY	CDS	2845645	2845743	RPS4Y1
chrY	CDS	2854599	2854771	RPS4Y1
chrY	CDS	2865087	2865245	RPS4Y1
chrY	CDS	2866792	2866891	RPS4Y1
chrY	CDS	2841943	2841973	RPS4Y1
chrY	CDS	2842164	2842242	RPS4Y1
chrY	CDS	2844076	2844257	RPS4Y1
chrY	CDS	2845645	2845743	RPS4Y1
chrY	CDS	2854599	2854771	RPS4Y1
chrY	CDS	2865087	2865245	RPS4Y1
chrY	CDS	2866792	2866862	RPS4Y1
chrY	CDS	2953936	2953997	ZFY
chrY	CDS	2961073	2961646	ZFY
chrY	CDS	2975094	2975244	ZFY
chrY	CDS	2975510	2975654	ZFY
chrY	CDS	2976669	2976822	ZFY
chrY	CDS	2977939	2978080	ZFY
chrY	CDS	2978809	2979990	ZFY
chrY	CDS	2953936	2953997	ZFY
chrY	CDS	2961073	2961646	ZFY
chrY	CDS	2975094	2975244	ZFY
chrY	CDS	2975510	2975654	ZFY
chrY	CDS	2976669	2976822	ZFY
chrY	CDS	2977939	2978080	ZFY
chrY	CDS	2978809	2979990	ZFY
chrY	CDS	2953936	2953997	ZFY
chrY	CDS	2975094	2975244	ZFY
chrY	CDS	2975510	2975654	ZFY
chrY	CDS	2976669	2976822	ZFY
chrY	CDS	2977939	2978080	ZFY
chrY	CDS	2978809	2979990	ZFY
chrY	CDS	2953936	2953997	ZFY
chrY	CDS	2961073	2961286	ZFY
chrY	CDS	2961090	2961646	ZFY
chrY	CDS	2975094	2975244	ZFY
chrY	CDS	2975510	2975654	ZFY
chrY	CDS	2977939	2978080	ZFY
chrY	CDS	2978809	2979990	ZFY
chrY	CDS	12709447	12709543	USP9Y
chrY	CDS	12720588	12720737	USP9Y
chrY	CDS	12722107	12722187	USP9Y
chrY	CDS	12725112	12725225	USP9Y
chrY	CDS	12726574	12726793	USP9Y
chrY	CDS	12735611	12735727	USP9Y
chrY	CDS	12735997	12736249	USP9Y
chrY	CDS	12736410	12736549	USP9Y
chrY	CDS	12738156	12738309	USP9Y
chrY	CDS	12739524	12739629	USP9Y
chrY	CDS	12757191	12757398	USP9Y
chrY	CDS	12758505	12758642	USP9Y
chrY	CDS	12760483	12760617	USP9Y
chrY	CDS	12771067	12771155	USP9Y
chrY	CDS	12773582	12773925	USP9Y
chrY	CDS	12775470	12775566	USP9Y
chrY	CDS	12776648	12776860	USP9Y
chrY	CDS	12778018	12778259	USP9Y
chrY	CDS	12778605	12778755	USP9Y
chrY	CDS	12779525	12779646	USP9Y
chrY	CDS	12786202	12786333	USP9Y
chrY	CDS	12786521	12786800	USP9Y
chrY	CDS	12790406	12790532	USP9Y
chrY	CDS	12791498	12791624	USP9Y
chrY	CDS	12793031	12793201	USP9Y
chrY	CDS	12810178	12810287	USP9Y
chrY	CDS	12810671	12810818	USP9Y
chrY	CDS	12811634	12811781	USP9Y
chrY	CDS	12812829	12813052	USP9Y
chrY	CDS	12816123	12816344	USP9Y
chrY	CDS	12818419	12818610	USP9Y
chrY	CDS	12833687	12833861	USP9Y
chrY	CDS	12837910	12838052	USP9Y
chrY	CDS	12839863	12840614	USP9Y
chrY	CDS	12841009	12841133	USP9Y
chrY	CDS	12842239	12842465	USP9Y
chrY	CDS	12843063	12843193	USP9Y
chrY	CDS	12846332	12846518	USP9Y
chrY	CDS	12846932	12847153	USP9Y
chrY	CDS	12847238	12847327	USP9Y
chrY	CDS	12856339	12856496	USP9Y
chrY	CDS	12856632	12856845	USP9Y
chrY	CDS	12857565	12857661	USP9Y
chrY	CDS	12859278	12859413	USP9Y
chrY	CDS	12709447	12709543	USP9Y
chrY	CDS	12720588	12720737	USP9Y
chrY	CDS	12722107	12722187	USP9Y
chrY	CDS	12725112	12725225	USP9Y
chrY	CDS	12726574	12726793	USP9Y
chrY	CDS	12735611	12735727	USP9Y
chrY	CDS	12735997	12736249	USP9Y
chrY	CDS	12736410	12736549	USP9Y
chrY	CDS	12738156	12738309	USP9Y
chrY	CDS	12739524	12739629	USP9Y
chrY	CDS	12757191	12757398	USP9Y
chrY	CDS	12758505	12758642	USP9Y
chrY	CDS	12760483	12760617	USP9Y
chrY	CDS	12771067	12771155	USP9Y
chrY	CDS	12773582	12773925	USP9Y
chrY	CDS	12775470	12775566	USP9Y
chrY	CDS	12776648	12776860	USP9Y
chrY	CDS	12778018	12778259	USP9Y
chrY	CDS	12778605	12778755	USP9Y
chrY	CDS	12779525	12779646	USP9Y
chrY	CDS	12786202	12786333	USP9Y
chrY	CDS	12786521	12786800	USP9Y
chrY	CDS	12790406	12790532	USP9Y
chrY	CDS	12791498	12791624	USP9Y
chrY	CDS	12793031	12793201	USP9Y
chrY	CDS	12810178	12810287	USP9Y
chrY	CDS	12810671	12810818	USP9Y
chrY	CDS	12811634	12811781	USP9Y
chrY	CDS	12812829	12813052	USP9Y
chrY	CDS	12816123	12816344	USP9Y
chrY	CDS	12818419	12818610	USP9Y
chrY	CDS	12833687	12833861	USP9Y
chrY	CDS	12837910	12838052	USP9Y
chrY	CDS	12839863	12840614	USP9Y
chrY	CDS	12841009	12841133	USP9Y
chrY	CDS	12842239	12842465	USP9Y
chrY	CDS	12843063	12843193	USP9Y
chrY	CDS	12846332	12846518	USP9Y
chrY	CDS	12846932	12847153	USP9Y
chrY	CDS	12847238	12847327	USP9Y
chrY	CDS	12856339	12856496	USP9Y
chrY	CDS	12856632	12856845	USP9Y
chrY	CDS	12857565	12857661	USP9Y
chrY	CDS	12859278	12859413	USP9Y
chrY	CDS	12847044	12847153	USP9Y
chrY	CDS	12856339	12856496	USP9Y
chrY	CDS	12856632	12856845	USP9Y
chrY	CDS	12857565	12857661	USP9Y
chrY	CDS	12859278	12859413	USP9Y
chrY	CDS	12904936	12904981	DDX3Y
chrY	CDS	12907536	12907594	DDX3Y
chrY	CDS	12909359	12909407	DDX3Y
chrY	CDS	12911838	12911968	DDX3Y
chrY	CDS	12912726	12912882	DDX3Y
chrY	CDS	12912962	12913062	DDX3Y
chrY	CDS	12913717	12913853	DDX3Y
chrY	CDS	12914563	12914649	DDX3Y
chrY	CDS	12914883	12914982	DDX3Y
chrY	CDS	12915066	12915227	DDX3Y
chrY	CDS	12915629	12915774	DDX3Y
chrY	CDS	12915882	12916027	DDX3Y
chrY	CDS	12916260	12916442	DDX3Y
chrY	CDS	12916516	12916634	DDX3Y
chrY	CDS	12916906	12917060	DDX3Y
chrY	CDS	12917402	12917542	DDX3Y
chrY	CDS	12918042	12918119	DDX3Y
chrY	CDS	12904936	12904981	DDX3Y
chrY	CDS	12907536	12907594	DDX3Y
chrY	CDS	12909359	12909407	DDX3Y
chrY	CDS	12911838	12911968	DDX3Y
chrY	CDS	12912726	12912882	DDX3Y
chrY	CDS	12912962	12913062	DDX3Y
chrY	CDS	12913717	12913853	DDX3Y
chrY	CDS	12904936	12904981	DDX3Y
chrY	CDS	12907536	12907594	DDX3Y
chrY	CDS	12909359	12909407	DDX3Y
chrY	CDS	12911838	12911968	DDX3Y
chrY	CDS	12912726	12912882	DDX3Y
chrY	CDS	12912962	12913062	DDX3Y
chrY	CDS	12913717	12913853	DDX3Y
chrY	CDS	12914563	12914649	DDX3Y
chrY	CDS	12914883	12914982	DDX3Y
chrY	CDS	12915066	12915227	DDX3Y
chrY	CDS	12915629	12915774	DDX3Y
chrY	CDS	12915882	12916027	DDX3Y
chrY	CDS	12916260	12916442	DDX3Y
chrY	CDS	12916516	12916634	DDX3Y
chrY	CDS	12916906	12917060	DDX3Y
chrY	CDS	12917402	12917542	DDX3Y
chrY	CDS	12918042	12918119	DDX3Y
chrY	CDS	12905779	12905815	DDX3Y
chrY	CDS	12907536	12907594	DDX3Y
chrY	CDS	12909359	12909407	DDX3Y
chrY	CDS	12911838	12911968	DDX3Y
chrY	CDS	12912726	12912882	DDX3Y
chrY	CDS	12912962	12913062	DDX3Y
chrY	CDS	12913717	12913853	DDX3Y
chrY	CDS	12914563	12914649	DDX3Y
chrY	CDS	20575871	20575887	EIF1AY
chrY	CDS	20579607	20579691	EIF1AY
chrY	CDS	20582589	20582693	EIF1AY
chrY	CDS	20584473	20584524	EIF1AY
chrY	CDS	20588023	20588105	EIF1AY
chrY	CDS	20589483	20589575	EIF1AY
chrY	CDS	20592340	20592343	EIF1AY
chrY	CDS	20575871	20575887	EIF1AY
chrY	CDS	20579607	20579691	EIF1AY
chrY	CDS	20582589	20582693	EIF1AY
chrY	CDS	20588023	20588105	EIF1AY
chrY	CDS	20589483	20589575	EIF1AY
chrY	CDS	20592340	20592343	EIF1AY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13251016	13251187	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13354785	13354833	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13251016	13251187	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13359087	13359222	UTY
chrY	CDS	13358463	13358553	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13251016	13251187	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13359087	13359222	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13251016	13251187	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13359087	13359222	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13359087	13359222	UTY
chrY	CDS	13358463	13358619	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13251016	13251187	UTY
