Gene	Sample	Skewed_XCI	Skewing_coeff	Num_snps	AR_raw	AR_adj
RBBP7	7271C_XX	FALSE	0.57	1	0.777777778	0.056603774
GRPR	7271C_XX	FALSE	0.57	5	0.494444444	0
PIR	7271C_XX	FALSE	0.57	1	0.114285714	0
TMSB4X	7271C_XX	FALSE	0.57	1	0.56	0
WWC3	7271C_XX	FALSE	0.57	1	0.952380952	0.703264095
TBL1X	7271C_XX	FALSE	0.57	2	0.93628876	0.619397693
PUDP	7271C_XX	FALSE	0.57	4	0.856869605	0.289837828
XG	7271C_XX	FALSE	0.57	3	0.648247451	0
CD99	7271C_XX	FALSE	0.57	2	0.771008403	0.039732182
SLC25A6	7271C_XX	FALSE	0.57	1	0.911688312	0.503794513
XIST	7271C_XX	FALSE	0.57	2	0.749658003	0
FTX	7271C_XX	FALSE	0.57	2	0.678571429	0
YY2	7271C_XX	FALSE	0.57	1	0.5	0
TMEM185A	7271C_XX	FALSE	0.57	1	0.5	0
SLC16A2	7271C_XX	FALSE	0.57	1	0.929824561	0.587628866
GRIA3	7271C_XX	FALSE	0.57	1	0.7875	0.081577526
DNASE1L1	7272C_XX	FALSE	0.63	2	0.322812052	0
TRO	7272C_XX	FALSE	0.63	1	0.565217391	0
DLG3	7272C_XX	FALSE	0.63	1	0.25	0
SLC25A43	7272C_XX	FALSE	0.63	4	0.663612332	0.125046402
NXT2	7272C_XX	FALSE	0.63	2	0.406084656	0
WDR13	7272C_XX	FALSE	0.63	1	0.666666667	0.130434783
HTATSF1	7272C_XX	FALSE	0.63	1	0.594444444	0.010974123
THOC2	7272C_XX	FALSE	0.63	1	0.433962264	0
EIF2S3	7272C_XX	FALSE	0.63	2	0.678794179	0.152147071
WDR44	7272C_XX	FALSE	0.63	2	0.724315068	0.23844662
VAMP7	7272C_XX	FALSE	0.63	1	0.71875	0.227467811
AMMECR1	7272C_XX	FALSE	0.63	1	0.96969697	0.888268156
PRKX	7272C_XX	FALSE	0.63	4	0.709615385	0.209713717
MAMLD1	7272C_XX	FALSE	0.63	2	0.505098039	0
SLC10A3	7272C_XX	FALSE	0.63	1	0.6	0.019607843
TAF1	7272C_XX	FALSE	0.63	1	0.568181818	0
NONO	7272C_XX	FALSE	0.63	1	0.625	0.059561129
SNX12	7272C_XX	FALSE	0.63	1	0.621621622	0.054054054
DOCK11	7272C_XX	FALSE	0.63	3	0.674603175	0.144585854
VBP1	7272C_XX	FALSE	0.63	1	0.414893617	0
PLS3	7272C_XX	FALSE	0.63	1	0.528015195	0
FAM199X	7272C_XX	FALSE	0.63	1	0.285714286	0
ZFX	7272C_XX	FALSE	0.63	1	0.785714286	0.368421053
C1GALT1C1	7272C_XX	FALSE	0.63	1	0.564814815	0
AMOT	7272C_XX	FALSE	0.63	1	0.25	0
ELF4	7272C_XX	FALSE	0.63	1	0.551282051	0
HCFC1	7272C_XX	FALSE	0.63	1	0.518987342	0
ZNF41	7272C_XX	FALSE	0.63	1	0.714285714	0.21875
MAP7D3	7272C_XX	FALSE	0.63	6	0.520442545	0
SLC25A5	7272C_XX	FALSE	0.63	2	0.643175322	0.089791316
CA5B	7272C_XX	FALSE	0.63	4	0.720987248	0.23186651
SSR4	7272C_XX	FALSE	0.63	1	0.444444444	0
SMC1A	7272C_XX	FALSE	0.63	1	0.77027027	0.334116725
USP9X	7272C_XX	FALSE	0.63	2	0.713250518	0.216739714
MED14	7272C_XX	FALSE	0.63	1	0.652173913	0.105145414
HMGB3	7272C_XX	FALSE	0.63	2	0.557987711	0
ZBTB33	7272C_XX	FALSE	0.63	2	0.826923077	0.465875371
CXorf38	7272C_XX	FALSE	0.63	1	0.829268293	0.471698113
KLHL15	7272C_XX	FALSE	0.63	2	0.554487179	0
AP1S2	7272C_XX	FALSE	0.63	1	0.453781513	0
BRCC3	7272C_XX	FALSE	0.63	1	0.606060606	0.029126214
F8	7272C_XX	FALSE	0.63	1	0.857142857	0.543378995
VMA21	7272C_XX	FALSE	0.63	1	0.491803279	0
TREX2	7272C_XX	FALSE	0.63	1	0.447368421	0
BGN	7272C_XX	FALSE	0.63	1	0.531737773	0
PHF6	7272C_XX	FALSE	0.63	2	0.561813187	0
GPRASP2	7272C_XX	FALSE	0.63	1	0.875	0.591836735
TCEAL7	7272C_XX	FALSE	0.63	1	0.142857143	0
DHRSX	7272C_XX	FALSE	0.63	4	0.716518063	0.223099441
ACOT9	7272C_XX	FALSE	0.63	6	0.594402939	0.010909946
MID1IP1	7272C_XX	FALSE	0.63	3	0.559073359	0
UBQLN2	7272C_XX	FALSE	0.63	1	0.613636364	0.041173153
WASH6P	7272C_XX	FALSE	0.63	1	0.952380952	0.828473413
GSPT2	7272C_XX	FALSE	0.63	1	0.625	0.059561129
IDS	7272C_XX	FALSE	0.63	2	0.45212766	0
ARMCX3	7272C_XX	FALSE	0.63	2	0.541979731	0
ATP7A	7272C_XX	FALSE	0.63	1	0.323529412	0
TAF9B	7272C_XX	FALSE	0.63	1	0.642857143	0.089253188
BCOR	7272C_XX	FALSE	0.63	1	0.625	0.059561129
RPL10	7272C_XX	FALSE	0.63	4	0.480880759	0
CD99L2	7272C_XX	FALSE	0.63	4	0.605841824	0.02878078
GYG2	7272C_XX	FALSE	0.63	1	0.714285714	0.21875
RBM3	7272C_XX	FALSE	0.63	6	0.706723087	0.204160113
STK26	7272C_XX	FALSE	0.63	1	0.375	0
ARMCX4	7272C_XX	FALSE	0.63	5	0.532277778	0
OPHN1	7272C_XX	FALSE	0.63	2	0.711111111	0.212598425
XIAP	7272C_XX	FALSE	0.63	5	0.550619474	0
TRAPPC2	7272C_XX	FALSE	0.63	2	0.829059829	0.47117927
FLNA	7272C_XX	FALSE	0.63	5	0.596169304	0.013645395
MORF4L2	7272C_XX	FALSE	0.63	1	0.49691358	0
PJA1	7272C_XX	FALSE	0.63	1	0.760683761	0.313388916
ARMCX6	7272C_XX	FALSE	0.63	1	0.612903226	0.04
PLXNB3	7272C_XX	FALSE	0.63	5	0.704120879	0.199191012
MPP1	7272C_XX	FALSE	0.63	1	0.3875	0
PLXNA3	7272C_XX	FALSE	0.63	1	0.526315789	0
ATP6AP1	7272C_XX	FALSE	0.63	3	0.588823731	0.002326786
ZNF275	7272C_XX	FALSE	0.63	6	0.684158162	0.161915307
NSDHL	7272C_XX	FALSE	0.63	1	0.481132075	0
CETN2	7272C_XX	FALSE	0.63	1	0.466666667	0
GABRE	7272C_XX	FALSE	0.63	3	0.538307916	0
LDOC1	7272C_XX	FALSE	0.63	2	0.50132908	0
FHL1	7272C_XX	FALSE	0.63	1	0.652439024	0.105601757
XPNPEP2	7272C_XX	FALSE	0.63	1	0.5	0
LAMP2	7272C_XX	FALSE	0.63	1	0.911764706	0.698492462
RNF113A	7272C_XX	FALSE	0.63	1	0.837209302	0.491648511
RBM41	7272C_XX	FALSE	0.63	1	0.24	0
TCEAL4	7272C_XX	FALSE	0.63	1	0.541155867	0
BEX4	7272C_XX	FALSE	0.63	1	0.448275862	0
ARMCX1	7272C_XX	FALSE	0.63	1	0.617283951	0.047033508
TRMT2B	7272C_XX	FALSE	0.63	1	0.909090909	0.690402477
NAP1L3	7272C_XX	FALSE	0.63	1	0.571428571	0
APOOL	7272C_XX	FALSE	0.63	3	0.603485839	0.025069638
SH3BGRL	7272C_XX	FALSE	0.63	1	0.532188841	0
PGK1	7272C_XX	FALSE	0.63	3	0.780345472	0.356365552
ATRX	7272C_XX	FALSE	0.63	1	0.5	0
HDAC8	7272C_XX	FALSE	0.63	1	0.3	0
KIF4A	7272C_XX	FALSE	0.63	1	0.514018692	0
EDA2R	7272C_XX	FALSE	0.63	1	0.813953488	0.434229137
TBC1D25	7272C_XX	FALSE	0.63	2	0.666253102	0.129703323
SRPX	7272C_XX	FALSE	0.63	1	0.682170543	0.15828372
DYNLT3	7272C_XX	FALSE	0.63	1	0.817073171	0.441756606
TAB3	7272C_XX	FALSE	0.63	2	0.518518519	0
SAT1	7272C_XX	FALSE	0.63	1	0.830188679	0.473991818
TXLNG	7272C_XX	FALSE	0.63	1	1	1
TCEANC	7272C_XX	FALSE	0.63	5	0.691666667	0.175762976
TMSB4X	7272C_XX	FALSE	0.63	1	0.628571429	0.065420561
WWC3	7272C_XX	FALSE	0.63	1	0.428571429	0
TBL1X	7272C_XX	FALSE	0.63	1	0.586956522	0
PUDP	7272C_XX	FALSE	0.63	5	0.637781111	0.08071169
XG	7272C_XX	FALSE	0.63	2	0.93106524	0.758552206
CD99	7272C_XX	FALSE	0.63	1	0.4	0
ASMTL	7272C_XX	FALSE	0.63	3	0.673573944	0.142738382
PLCXD1	7272C_XX	FALSE	0.63	2	0.651785714	0.104477612
FANCB	7272C_XX	FALSE	0.63	1	0.736842105	0.263622975
GDI1	7272C_XX	FALSE	0.63	1	0.569852941	0
BCAP31	7272C_XX	FALSE	0.63	1	0.6	0.019607843
XIST	7272C_XX	FALSE	0.63	1	0.571428571	0
ZNF81	7272C_XX	FALSE	0.63	1	0.375	0
TMEM185A	7272C_XX	FALSE	0.63	1	0.333333333	0
CHM	7272C_XX	FALSE	0.63	1	0.857142857	0.543378995
GPKOW	7273C_XX	TRUE	0.83	1	0.164705882	0
DLG3	7273C_XX	TRUE	0.83	1	0.75	0.644128114
ARSD	7273C_XX	TRUE	0.83	1	0.785714286	0.692307692
MXRA5	7273C_XX	TRUE	0.83	1	0.237288136	0.034127495
STS	7273C_XX	TRUE	0.83	1	0.48	0.305184393
WDR13	7273C_XX	TRUE	0.83	1	0.285714286	0.085923218
ABCD1	7273C_XX	TRUE	0.83	4	0.206744842	0.002010709
FMR1	7273C_XX	TRUE	0.83	1	0.185185185	0
MORC4	7273C_XX	TRUE	0.83	1	0.192307692	0
PRKX	7273C_XX	TRUE	0.83	3	0.507575758	0.337883264
MAMLD1	7273C_XX	TRUE	0.83	2	0.161412793	0
SLC10A3	7273C_XX	TRUE	0.83	1	0.211764706	0.007260335
NONO	7273C_XX	TRUE	0.83	1	0.194011976	0
DOCK11	7273C_XX	TRUE	0.83	1	0.125	0
VBP1	7273C_XX	TRUE	0.83	1	0.180327869	0
AIFM1	7273C_XX	TRUE	0.83	1	0.126582278	0
FAM199X	7273C_XX	TRUE	0.83	2	0.167832168	0
ZFX	7273C_XX	TRUE	0.83	5	0.718156561	0.601867339
C1GALT1C1	7273C_XX	TRUE	0.83	3	0.156030456	0
AMOT	7273C_XX	TRUE	0.83	5	0.251587302	0.049308909
ELF4	7273C_XX	TRUE	0.83	1	0.173913043	0
AKAP17A	7273C_XX	TRUE	0.83	1	0.488888889	0.315679857
TFE3	7273C_XX	TRUE	0.83	1	0.209486166	0.004876107
RPS4X	7273C_XX	TRUE	0.83	1	0.733122363	0.621648297
MID1	7273C_XX	TRUE	0.83	1	0.193548387	0
ZNF185	7273C_XX	TRUE	0.83	4	0.260984848	0.059337438
CA5B	7273C_XX	TRUE	0.83	4	0.766666667	0.666507861
MED14	7273C_XX	TRUE	0.83	1	0.228571429	0.024918743
GTPBP6	7273C_XX	TRUE	0.83	1	0.954545455	0.931926481
MAGED1	7273C_XX	TRUE	0.83	1	0.126984127	0
ZBTB33	7273C_XX	TRUE	0.83	2	0.241935484	0.039051319
CXorf38	7273C_XX	TRUE	0.83	1	0.107142857	0
KLHL15	7273C_XX	TRUE	0.83	1	0.272727273	0.071925754
SLC9A7	7273C_XX	TRUE	0.83	1	0.166666667	0
BRCC3	7273C_XX	TRUE	0.83	1	0.2	0
RBBP7	7273C_XX	TRUE	0.83	3	0.755667038	0.651717444
BGN	7273C_XX	TRUE	0.83	4	0.174214685	0
RLIM	7273C_XX	TRUE	0.83	2	0.224939467	0.021091937
GEMIN8	7273C_XX	TRUE	0.83	1	0.375	0.184339315
PIGA	7273C_XX	TRUE	0.83	1	1	1
ERCC6L	7273C_XX	TRUE	0.83	1	0.263157895	0.061662198
ACOT9	7273C_XX	TRUE	0.83	2	0.395833333	0.207866703
MID1IP1	7273C_XX	TRUE	0.83	2	0.178139535	0
SUV39H1	7273C_XX	TRUE	0.83	1	0.315789474	0.118644068
RPGR	7273C_XX	TRUE	0.83	1	0.6	0.450549451
WASH6P	7273C_XX	TRUE	0.83	2	0.513574661	0.34505133
GSPT2	7273C_XX	TRUE	0.83	1	0.307692308	0.109792285
IDS	7273C_XX	TRUE	0.83	6	0.15729195	0
ARMCX3	7273C_XX	TRUE	0.83	1	0.15060241	0
RAP2C	7273C_XX	TRUE	0.83	2	0.255362505	0.053332697
CD99L2	7273C_XX	TRUE	0.83	1	0.122137405	0
RBM3	7273C_XX	TRUE	0.83	5	0.165992985	0
XIAP	7273C_XX	TRUE	0.83	15	0.157778265	0
TRAPPC2	7273C_XX	TRUE	0.83	2	0.522435897	0.355675676
MORF4L2	7273C_XX	TRUE	0.83	1	0.168443497	0
BHLHB9	7273C_XX	TRUE	0.83	1	0.833333333	0.757869249
PJA1	7273C_XX	TRUE	0.83	3	0.1683771	0
ARMCX6	7273C_XX	TRUE	0.83	1	0.163265306	0
MBTPS2	7273C_XX	TRUE	0.83	2	0.231932773	0.028465741
DKC1	7273C_XX	TRUE	0.83	1	0.171779141	0
GABRE	7273C_XX	TRUE	0.83	4	0.398099095	0.210438641
LDOC1	7273C_XX	TRUE	0.83	2	0.321145785	0.124516832
ZNF75D	7273C_XX	TRUE	0.83	1	0.217391304	0.013157895
MOSPD1	7273C_XX	TRUE	0.83	2	0.199602122	0
RBM41	7273C_XX	TRUE	0.83	4	0.35705471	0.164247101
BEX4	7273C_XX	TRUE	0.83	1	0.181818182	0
ARMCX1	7273C_XX	TRUE	0.83	1	0.292682927	0.093466708
TSPAN6	7273C_XX	TRUE	0.83	1	0.181818182	0
NAP1L3	7273C_XX	TRUE	0.83	1	0.36	0.167533819
APOOL	7273C_XX	TRUE	0.83	2	0.451871658	0.272249636
SH3BGRL	7273C_XX	TRUE	0.83	1	0.250859107	0.04853352
TAF1	7273C_XX	TRUE	0.83	1	0.151515152	0
CCDC22	7273C_XX	TRUE	0.83	1	0.12	0
TBC1D25	7273C_XX	TRUE	0.83	2	0.318247126	0.121336975
FUNDC1	7273C_XX	TRUE	0.83	1	0.25	0.047619048
CASK	7273C_XX	TRUE	0.83	1	0.9	0.852289513
DYNLT3	7273C_XX	TRUE	0.83	1	0.252427184	0.050203528
TAB3	7273C_XX	TRUE	0.83	1	0.181818182	0
APOO	7273C_XX	TRUE	0.83	1	0.137931034	0
SAT1	7273C_XX	TRUE	0.83	1	0.1875	0
SMS	7273C_XX	TRUE	0.83	1	0.195652174	0
RPS6KA3	7273C_XX	TRUE	0.83	1	0.225806452	0.02200489
EIF1AX	7273C_XX	TRUE	0.83	1	0.628571429	0.486369024
SYAP1	7273C_XX	TRUE	0.83	4	0.712063492	0.593854531
PIR	7273C_XX	TRUE	0.83	1	0.25	0.047619048
PRPS2	7273C_XX	TRUE	0.83	1	0.210526316	0.005964215
PNPLA4	7273C_XX	TRUE	0.83	1	0.75	0.644128114
PUDP	7273C_XX	TRUE	0.83	6	0.629227267	0.487196889
CD99	7273C_XX	TRUE	0.83	2	0.481760763	0.307260029
ZBED1	7273C_XX	TRUE	0.83	6	0.770058719	0.671084874
ASMTL	7273C_XX	TRUE	0.83	1	0.96	0.940011998
SLC25A6	7273C_XX	TRUE	0.83	1	0.791974657	0.700839775
UTP14A	7273C_XX	TRUE	0.83	1	0.108108108	0
DDX3X	7273C_XX	TRUE	0.83	1	0.539845758	0.376675837
JPX	7273C_XX	TRUE	0.83	1	0.195402299	0
XIST	7273C_XX	TRUE	0.83	7	0.265275512	0.063929766
BCAP31	7273C_XX	TRUE	0.83	1	0.266666667	0.065420561
GRIA3	7273C_XX	TRUE	0.83	2	0.401941748	0.214806506
GPKOW	7273D_XX	FALSE	0.57	1	0.980769231	0.870298314
DLG3	7273D_XX	FALSE	0.57	2	0.577272727	0
ARSD	7273D_XX	FALSE	0.57	1	0.586206897	0
MXRA5	7273D_XX	FALSE	0.57	1	0.747774481	0
STS	7273D_XX	FALSE	0.57	2	0.868115942	0.329551315
WDR13	7273D_XX	FALSE	0.57	1	0.5	0
ABCD1	7273D_XX	FALSE	0.57	5	0.804430227	0.127290787
KCND1	7273D_XX	FALSE	0.57	1	0.727272727	0
FMR1	7273D_XX	FALSE	0.57	1	0.745098039	0
SLC35A2	7273D_XX	FALSE	0.57	1	0.875	0.35483871
MORC4	7273D_XX	FALSE	0.57	1	0.6	0
AMMECR1	7273D_XX	FALSE	0.57	2	0.741987179	0
PRKX	7273D_XX	FALSE	0.57	4	0.661111111	0
MAMLD1	7273D_XX	FALSE	0.57	2	0.658064516	0
SLC10A3	7273D_XX	FALSE	0.57	1	0.963636364	0.76635514
NONO	7273D_XX	FALSE	0.57	1	0.901554404	0.460073885
DOCK11	7273D_XX	FALSE	0.57	1	0.8	0.115044248
VBP1	7273D_XX	FALSE	0.57	1	0.977777778	0.85141159
AIFM1	7273D_XX	FALSE	0.57	1	0.923076923	0.555555556
HDX	7273D_XX	FALSE	0.57	2	0.369318182	0
FAM199X	7273D_XX	FALSE	0.57	2	0.742063492	0
ZFX	7273D_XX	FALSE	0.57	5	0.709725464	0
C1GALT1C1	7273D_XX	FALSE	0.57	3	0.897738126	0.444146191
AMOT	7273D_XX	FALSE	0.57	5	0.593054984	0
FGF13	7273D_XX	FALSE	0.57	1	0.857142857	0.290780142
ELF4	7273D_XX	FALSE	0.57	1	0.731343284	0
AKAP17A	7273D_XX	FALSE	0.57	1	0.75	0
TFE3	7273D_XX	FALSE	0.57	1	0.911330049	0.502212389
RPS4X	7273D_XX	FALSE	0.57	1	0.988335101	0.919561243
MID1	7273D_XX	FALSE	0.57	1	0.486486486	0
ZNF185	7273D_XX	FALSE	0.57	4	0.628572514	0
CA5B	7273D_XX	FALSE	0.57	4	0.843939394	0.246470115
MED14	7273D_XX	FALSE	0.57	1	0.512195122	0
HMGB3	7273D_XX	FALSE	0.57	1	0.641025641	0
GTPBP6	7273D_XX	FALSE	0.57	1	0.718309859	0
MAGED1	7273D_XX	FALSE	0.57	2	0.842198582	0.240808667
ZBTB33	7273D_XX	FALSE	0.57	2	0.854166667	0.28057554
CXorf38	7273D_XX	FALSE	0.57	1	0.65625	0
KLHL15	7273D_XX	FALSE	0.57	2	0.478021978	0
SLC9A7	7273D_XX	FALSE	0.57	1	1	1
BRCC3	7273D_XX	FALSE	0.57	1	0.818181818	0.166666667
RBBP7	7273D_XX	FALSE	0.57	3	0.598214286	0
BGN	7273D_XX	FALSE	0.57	4	0.876801751	0.361585226
GPRASP2	7273D_XX	FALSE	0.57	1	0.529411765	0
TCEAL7	7273D_XX	FALSE	0.57	1	0.153846154	0
RLIM	7273D_XX	FALSE	0.57	2	0.793241279	0.096753711
GEMIN8	7273D_XX	FALSE	0.57	1	0.363636364	0
PIGA	7273D_XX	FALSE	0.57	2	0.644444444	0
ERCC6L	7273D_XX	FALSE	0.57	2	0.4375	0
ACOT9	7273D_XX	FALSE	0.57	2	0.645833333	0
MID1IP1	7273D_XX	FALSE	0.57	2	0.759881423	0.01287728
SUV39H1	7273D_XX	FALSE	0.57	1	0.928571429	0.581589958
WASH6P	7273D_XX	FALSE	0.57	2	0.62593985	0
GSPT2	7273D_XX	FALSE	0.57	1	0.888888889	0.408284024
IDS	7273D_XX	FALSE	0.57	6	0.87893307	0.369636055
ARMCX3	7273D_XX	FALSE	0.57	1	0.977272727	0.848254932
RAP2C	7273D_XX	FALSE	0.57	2	0.68878249	0
CD99L2	7273D_XX	FALSE	0.57	1	0.696721311	0
RBM3	7273D_XX	FALSE	0.57	7	0.63974899	0
STK26	7273D_XX	FALSE	0.57	1	0.416666667	0
ARMCX4	7273D_XX	FALSE	0.57	1	0.857142857	0.290780142
XIAP	7273D_XX	FALSE	0.57	15	0.804428142	0.127284975
TRAPPC2	7273D_XX	FALSE	0.57	2	0.691666667	0
MORF4L2	7273D_XX	FALSE	0.57	1	0.93114241	0.594021037
BHLHB9	7273D_XX	FALSE	0.57	1	0.666666667	0
PJA1	7273D_XX	FALSE	0.57	3	0.936283884	0.619373331
ARMCX6	7273D_XX	FALSE	0.57	1	0.891891892	0.420289855
MBTPS2	7273D_XX	FALSE	0.57	2	0.70672043	0
RAB39B	7273D_XX	FALSE	0.57	1	0.272727273	0
DKC1	7273D_XX	FALSE	0.57	1	0.76056338	0.014492754
GABRE	7273D_XX	FALSE	0.57	4	0.801470588	0.11908646
MTMR1	7273D_XX	FALSE	0.57	1	0.794117647	0.099099099
LDOC1	7273D_XX	FALSE	0.57	2	0.789915966	0.087924115
ZNF75D	7273D_XX	FALSE	0.57	5	0.734803922	0
MOSPD1	7273D_XX	FALSE	0.57	2	0.882447665	0.383081214
ZNF280C	7273D_XX	FALSE	0.57	2	0.604166667	0
RBM41	7273D_XX	FALSE	0.57	4	0.691558442	0
BEX4	7273D_XX	FALSE	0.57	1	0.925	0.564586357
ARMCX1	7273D_XX	FALSE	0.57	1	0.802469136	0.121844127
TSPAN6	7273D_XX	FALSE	0.57	1	0.611111111	0
NAP1L3	7273D_XX	FALSE	0.57	1	0.8	0.115044248
APOOL	7273D_XX	FALSE	0.57	1	0.714285714	0
SH3BGRL	7273D_XX	FALSE	0.57	1	0.778242678	0.057777778
TAF1	7273D_XX	FALSE	0.57	1	0.62962963	0
CCDC22	7273D_XX	FALSE	0.57	1	0.916666667	0.526066351
TBC1D25	7273D_XX	FALSE	0.57	2	0.870967742	0.339933993
ARAF	7273D_XX	FALSE	0.57	1	0.555555556	0
FUNDC1	7273D_XX	FALSE	0.57	1	0.885714286	0.395770393
CASK	7273D_XX	FALSE	0.57	2	0.791666667	0.092558984
DYNLT3	7273D_XX	FALSE	0.57	1	0.717391304	0
TAB3	7273D_XX	FALSE	0.57	2	0.823809524	0.183403222
GK	7273D_XX	FALSE	0.57	1	0.375	0
APOO	7273D_XX	FALSE	0.57	1	0.823529412	0.182561308
SAT1	7273D_XX	FALSE	0.57	1	0.59375	0
SMS	7273D_XX	FALSE	0.57	1	0.866666667	0.324324324
RPS6KA3	7273D_XX	FALSE	0.57	1	0.823529412	0.182561308
EIF1AX	7273D_XX	FALSE	0.57	1	0.96969697	0.801980198
SYAP1	7273D_XX	FALSE	0.57	3	0.805805806	0.131135794
GRPR	7273D_XX	FALSE	0.57	1	0.666666667	0
PIR	7273D_XX	FALSE	0.57	1	0.5625	0
PRPS2	7273D_XX	FALSE	0.57	1	1	1
PNPLA4	7273D_XX	FALSE	0.57	1	0.571428571	0
PUDP	7273D_XX	FALSE	0.57	6	0.885210477	0.393801072
CD99	7273D_XX	FALSE	0.57	2	0.544831224	0
ZBED1	7273D_XX	FALSE	0.57	6	0.812833649	0.151101908
ASMTL	7273D_XX	FALSE	0.57	1	0.941860465	0.647639183
SLC25A6	7273D_XX	FALSE	0.57	1	0.875711575	0.357496689
PLCXD1	7273D_XX	FALSE	0.57	1	0.5	0
UTP14A	7273D_XX	FALSE	0.57	1	0.577777778	0
FANCB	7273D_XX	FALSE	0.57	1	0.833333333	0.212598425
DDX3X	7273D_XX	FALSE	0.57	1	0.994047619	0.958246347
JPX	7273D_XX	FALSE	0.57	1	0.305882353	0
XIST	7273D_XX	FALSE	0.57	9	0.630000724	0
BCAP31	7273D_XX	FALSE	0.57	1	0.458333333	0
FTX	7273D_XX	FALSE	0.57	1	0.714285714	0
YY2	7273D_XX	FALSE	0.57	1	0.625	0
GRIA3	7273D_XX	FALSE	0.57	2	0.53260274	0
NHSL2	7273D_XX	FALSE	0.57	3	0.505750377	0
DNASE1L1	7274D_XX	FALSE	0.72	3	0.570162835	0.232919095
DLG3	7274D_XX	FALSE	0.72	2	0.785714286	0.571428571
LAMP2	7274D_XX	FALSE	0.72	2	0.427993047	0.046912327
SLC25A43	7274D_XX	FALSE	0.72	1	0.333333333	0
MXRA5	7274D_XX	FALSE	0.72	17	0.339037787	0
STS	7274D_XX	FALSE	0.72	2	0.549473684	0.204224305
ABCD1	7274D_XX	FALSE	0.72	3	0.422969188	0.040789719
KCND1	7274D_XX	FALSE	0.72	1	0.571428571	0.234693878
HUWE1	7274D_XX	FALSE	0.72	2	0.338505512	0
TIMP1	7274D_XX	FALSE	0.72	2	0.460224239	0.086885838
GLA	7274D_XX	FALSE	0.72	1	0.866666667	0.720670391
THOC2	7274D_XX	FALSE	0.72	1	0.454545455	0.079754601
ARMCX5	7274D_XX	FALSE	0.72	1	0.44	0.061662198
EIF2S3	7274D_XX	FALSE	0.72	3	0.706763408	0.438358391
WDR44	7274D_XX	FALSE	0.72	2	0.512987013	0.155024786
MORC4	7274D_XX	FALSE	0.72	1	0.425925926	0.044389642
VAMP7	7274D_XX	FALSE	0.72	2	0.415182186	0.031356034
AMMECR1	7274D_XX	FALSE	0.72	1	0.41025641	0.025423729
PRKX	7274D_XX	FALSE	0.72	2	0.622807018	0.308681672
MAMLD1	7274D_XX	FALSE	0.72	1	0.245614035	0
SLC10A3	7274D_XX	FALSE	0.72	1	0.666666667	0.375
TMEM47	7274D_XX	FALSE	0.72	1	0.348484848	0
DOCK11	7274D_XX	FALSE	0.72	3	0.58663325	0.256190396
TMEM164	7274D_XX	FALSE	0.72	1	0.296296296	0
PLS3	7274D_XX	FALSE	0.72	1	0.309677419	0
FAM199X	7274D_XX	FALSE	0.72	1	0.636363636	0.32885906
MECP2	7274D_XX	FALSE	0.72	1	0.516129032	0.159192825
ZFX	7274D_XX	FALSE	0.72	6	0.576356667	0.241625377
FGF13	7274D_XX	FALSE	0.72	1	1	1
MMGT1	7274D_XX	FALSE	0.72	3	0.384434084	0
HCFC1	7274D_XX	FALSE	0.72	6	0.581097321	0.248325626
AKAP17A	7274D_XX	FALSE	0.72	5	0.814705628	0.6232954
ZNF185	7274D_XX	FALSE	0.72	5	0.499580201	0.137382063
CA5B	7274D_XX	FALSE	0.72	3	0.902777778	0.791914388
SSR4	7274D_XX	FALSE	0.72	2	0.659090909	0.363327674
FAM3A	7274D_XX	FALSE	0.72	2	0.294261294	0
WDR45	7274D_XX	FALSE	0.72	1	0.375	0
USP9X	7274D_XX	FALSE	0.72	1	0.333333333	0
MED14	7274D_XX	FALSE	0.72	1	0.58	0.246771879
GTPBP6	7274D_XX	FALSE	0.72	1	0.857142857	0.702380952
MAGED1	7274D_XX	FALSE	0.72	1	0.478027867	0.109493856
CXorf38	7274D_XX	FALSE	0.72	1	0.461538462	0.088541667
KLHL15	7274D_XX	FALSE	0.72	2	0.5625	0.222222222
SLC9A7	7274D_XX	FALSE	0.72	6	0.437669111	0.058785846
BRCC3	7274D_XX	FALSE	0.72	1	0.466666667	0.095022624
VMA21	7274D_XX	FALSE	0.72	4	0.358943632	0
RBBP7	7274D_XX	FALSE	0.72	7	0.721303783	0.462012705
BGN	7274D_XX	FALSE	0.72	4	0.368414066	0
TCEAL7	7274D_XX	FALSE	0.72	1	0.357142857	0
GPR173	7274D_XX	FALSE	0.72	2	0.254444444	0
MED12	7274D_XX	FALSE	0.72	1	0.473684211	0.103942652
ERCC6L	7274D_XX	FALSE	0.72	1	0.666666667	0.375
DHRSX	7274D_XX	FALSE	0.72	1	0.907407407	0.80127186
RGN	7274D_XX	FALSE	0.72	2	0.703296703	0.432773109
ACOT9	7274D_XX	FALSE	0.72	6	0.486572937	0.120481988
MID1IP1	7274D_XX	FALSE	0.72	3	0.349469496	0
SUV39H1	7274D_XX	FALSE	0.72	1	0.24137931	0
UBQLN2	7274D_XX	FALSE	0.72	1	0.427480916	0.046286877
WASH6P	7274D_XX	FALSE	0.72	1	0.65	0.349442379
GSPT2	7274D_XX	FALSE	0.72	1	0.545454545	0.198717949
IDS	7274D_XX	FALSE	0.72	5	0.360864112	0
ARMCX3	7274D_XX	FALSE	0.72	1	0.336065574	0
