Gene	Sample	Skewed_XCI	Skewing_coeff	Num_snps	AR_raw	AR_adj
WDR44	7194A_XXY	TRUE	0.81	3	0.188247863	0
PRKX	7194A_XXY	TRUE	0.81	4	0.608031401	0.435589266
RRAGB	7194A_XXY	TRUE	0.81	1	0.272727273	0.040767386
CHST7	7194A_XXY	TRUE	0.81	1	0.259259259	0.026290166
SNX12	7194A_XXY	TRUE	0.81	1	0.290502793	0.060025165
DOCK11	7194A_XXY	TRUE	0.81	1	0.132075472	0
FAM199X	7194A_XXY	TRUE	0.81	1	0.260869565	0.028016009
ZFX	7194A_XXY	TRUE	0.81	3	0.723809524	0.589293301
C1GALT1C1	7194A_XXY	TRUE	0.81	2	0.263027853	0.030331331
ZRSR2	7194A_XXY	TRUE	0.81	1	0.975	0.959983994
ELF4	7194A_XXY	TRUE	0.81	1	0.172413793	0
BTK	7194A_XXY	TRUE	0.81	1	0.130177515	0
HCFC1	7194A_XXY	TRUE	0.81	4	0.169282105	0
MSL3	7194A_XXY	TRUE	0.81	1	0.542372881	0.35267322
ZNF41	7194A_XXY	TRUE	0.81	1	0.272727273	0.040767386
MAP7D3	7194A_XXY	TRUE	0.81	3	0.277505001	0.045926637
RPS4X	7194A_XXY	TRUE	0.81	1	0.701763397	0.559255136
SMC1A	7194A_XXY	TRUE	0.81	1	0.1875	0
USP9X	7194A_XXY	TRUE	0.81	1	0.510638298	0.31363772
HMGB3	7194A_XXY	TRUE	0.81	1	0.34375	0.118757868
ATP11C	7194A_XXY	TRUE	0.81	1	0.152173913	0
KLHL15	7194A_XXY	TRUE	0.81	1	0.277777778	0.04622157
SLC9A7	7194A_XXY	TRUE	0.81	6	0.239735183	0.005475174
VMA21	7194A_XXY	TRUE	0.81	1	0.136363636	0
RBBP7	7194A_XXY	TRUE	0.81	6	0.385006267	0.165373241
MED12	7194A_XXY	TRUE	0.81	1	0.243902439	0.00990099
ACOT9	7194A_XXY	TRUE	0.81	1	0.110169492	0
GNL3L	7194A_XXY	TRUE	0.81	1	1	1
ARHGAP6	7194A_XXY	TRUE	0.81	1	0.25	0.016393443
IDS	7194A_XXY	TRUE	0.81	5	0.219513718	0
MAGEH1	7194A_XXY	TRUE	0.81	1	0.287234043	0.05647092
RPL10	7194A_XXY	TRUE	0.81	3	0.339527458	0.114042128
CD99L2	7194A_XXY	TRUE	0.81	4	0.171829408	0
ARHGAP4	7194A_XXY	TRUE	0.81	1	0.117647059	0
RBM3	7194A_XXY	TRUE	0.81	3	0.139278957	0
XIAP	7194A_XXY	TRUE	0.81	14	0.231820375	0
SASH3	7194A_XXY	TRUE	0.81	1	0.191653787	0
ZDHHC9	7194A_XXY	TRUE	0.81	1	0.177777778	0
TRAPPC2	7194A_XXY	TRUE	0.81	2	0.200284091	0
FLNA	7194A_XXY	TRUE	0.81	2	0.160959471	0
MORF4L2	7194A_XXY	TRUE	0.81	1	0.142538976	0
ATP6AP1	7194A_XXY	TRUE	0.81	3	0.209295452	0
IRAK1	7194A_XXY	TRUE	0.81	1	0.140625	0
TMEM187	7194A_XXY	TRUE	0.81	3	0.199375697	0
ZNF275	7194A_XXY	TRUE	0.81	5	0.216384446	0
ZNF75D	7194A_XXY	TRUE	0.81	1	0.210526316	0
TCEAL4	7194A_XXY	TRUE	0.81	1	0.169811321	0
CENPI	7194A_XXY	TRUE	0.81	2	0.354166667	0.130434783
TRMT2B	7194A_XXY	TRUE	0.81	1	0.25	0.016393443
APOOL	7194A_XXY	TRUE	0.81	4	0.303053161	0.0737262
SH3BGRL	7194A_XXY	TRUE	0.81	1	0.200811359	0
BRWD3	7194A_XXY	TRUE	0.81	1	0.555555556	0.369085174
ITM2A	7194A_XXY	TRUE	0.81	3	0.459715964	0.25236135
ATRX	7194A_XXY	TRUE	0.81	1	0.163265306	0
CHIC1	7194A_XXY	TRUE	0.81	1	0.318181818	0.090357793
HDAC8	7194A_XXY	TRUE	0.81	1	0.147058824	0
TBC1D25	7194A_XXY	TRUE	0.81	2	0.261363636	0.028545808
KDM6A	7194A_XXY	TRUE	0.81	1	1	1
FUNDC1	7194A_XXY	TRUE	0.81	1	0.224137931	0
DYNLT3	7194A_XXY	TRUE	0.81	1	0.189189189	0
CYBB	7194A_XXY	TRUE	0.81	1	0.296551724	0.066617862
GK	7194A_XXY	TRUE	0.81	3	0.26660401	0.034173189
APOO	7194A_XXY	TRUE	0.81	1	0.195652174	0
SMS	7194A_XXY	TRUE	0.81	1	0.228070175	0
MOSPD2	7194A_XXY	TRUE	0.81	1	0.173913043	0
TMSB4X	7194A_XXY	TRUE	0.81	4	0.263197881	0.030513836
TLR7	7194A_XXY	TRUE	0.81	1	0.154639175	0
PRPS2	7194A_XXY	TRUE	0.81	1	0.256097561	0.022905654
WWC3	7194A_XXY	TRUE	0.81	3	0.22083114	0
TBL1X	7194A_XXY	TRUE	0.81	3	0.169190783	0
PNPLA4	7194A_XXY	TRUE	0.81	1	0.857142857	0.779249448
PUDP	7194A_XXY	TRUE	0.81	6	0.853307352	0.773577592
FAM50A	7194A_XXY	TRUE	0.81	1	0.183673469	0
GDI1	7194A_XXY	TRUE	0.81	1	0.173333333	0
XIST	7194A_XXY	TRUE	0.81	2	0.291578947	0.061196591
TMSB15B	7194A_XXY	TRUE	0.81	1	0.307692308	0.078812692
PDK3	7194A_XXY	TRUE	0.81	5	0.184372456	0
GPR174	7194A_XXY	TRUE	0.81	1	0.272727273	0.040767386
LAMP2	7196B_XXY	FALSE	0.79	3	0.254325657	0
SLC25A43	7196B_XXY	FALSE	0.79	5	0.265989865	0.000179793
ABCD1	7196B_XXY	FALSE	0.79	1	0.25	0
FMR1	7196B_XXY	FALSE	0.79	1	0.148148148	0
HUWE1	7196B_XXY	FALSE	0.79	2	0.250775916	0
TIMP1	7196B_XXY	FALSE	0.79	1	0.345345345	0.08756069
PIN4	7196B_XXY	FALSE	0.79	1	0.131672598	0
PRKX	7196B_XXY	FALSE	0.79	2	0.876980429	0.796941821
SNX12	7196B_XXY	FALSE	0.79	1	0.270516717	0.005057624
AIFM1	7196B_XXY	FALSE	0.79	1	0.248427673	0
MECP2	7196B_XXY	FALSE	0.79	1	0.259259259	0
ZFX	7196B_XXY	FALSE	0.79	6	0.682929546	0.509622781
ELF4	7196B_XXY	FALSE	0.79	1	0.297169811	0.034035656
BTK	7196B_XXY	FALSE	0.79	1	0.625	0.430740038
MSL3	7196B_XXY	FALSE	0.79	5	0.6335753	0.442232813
ZNF41	7196B_XXY	FALSE	0.79	1	0.404255319	0.155099578
MAP7D3	7196B_XXY	FALSE	0.79	5	0.39457265	0.143836341
RPS4X	7196B_XXY	FALSE	0.79	3	0.891027899	0.819248685
SMC1A	7196B_XXY	FALSE	0.79	1	0.255639098	0
FANCB	7196B_XXY	FALSE	0.79	1	0.222222222	0
MED14	7196B_XXY	FALSE	0.79	2	0.274714052	0.009591704
MAGED1	7196B_XXY	FALSE	0.79	1	0.256262042	0
CXorf38	7196B_XXY	FALSE	0.79	1	0.307189542	0.045045045
PIGA	7196B_XXY	FALSE	0.79	2	0.246753247	0
MID1IP1	7196B_XXY	FALSE	0.79	1	0.173913043	0
IDS	7196B_XXY	FALSE	0.79	5	0.329437874	0.069720675
ATP7A	7196B_XXY	FALSE	0.79	2	0.207708385	0
BCOR	7196B_XXY	FALSE	0.79	1	0.454545455	0.214659686
RAP2C	7196B_XXY	FALSE	0.79	1	0.402061856	0.152542373
SOWAHD	7196B_XXY	FALSE	0.79	4	0.561402064	0.347427015
CD99L2	7196B_XXY	FALSE	0.79	4	0.245397928	0
ARHGAP4	7196B_XXY	FALSE	0.79	1	0.305418719	0.043094673
XIAP	7196B_XXY	FALSE	0.79	7	0.339444581	0.080923713
HMGN5	7196B_XXY	FALSE	0.79	1	0.247978437	0
TRAPPC2	7196B_XXY	FALSE	0.79	2	0.536733615	0.315995864
MORF4L2	7196B_XXY	FALSE	0.79	1	0.314232902	0.052822385
RPL39	7196B_XXY	FALSE	0.79	1	0.428571429	0.183673469
MBTPS2	7196B_XXY	FALSE	0.79	2	0.242080745	0
ZNF275	7196B_XXY	FALSE	0.79	5	0.298822747	0.035847466
NSDHL	7196B_XXY	FALSE	0.79	1	0.213043478	0
MTMR1	7196B_XXY	FALSE	0.79	1	0.315789474	0.054545455
FHL1	7196B_XXY	FALSE	0.79	1	0.227272727	0
MBNL3	7196B_XXY	FALSE	0.79	2	0.275362319	0.010292953
ZNF280C	7196B_XXY	FALSE	0.79	2	0.444444444	0.202551834
RBM41	7196B_XXY	FALSE	0.79	1	0.351351351	0.094339623
BEX2	7196B_XXY	FALSE	0.79	1	0.666666667	0.487179487
CENPI	7196B_XXY	FALSE	0.79	5	0.234110656	0
TRMT2B	7196B_XXY	FALSE	0.79	1	0.419354839	0.172794118
APOOL	7196B_XXY	FALSE	0.79	5	0.313996265	0.052560572
PGK1	7196B_XXY	FALSE	0.79	1	0.451612903	0.211136891
ATRX	7196B_XXY	FALSE	0.79	1	0.956521739	0.926199262
ZXDB	7196B_XXY	FALSE	0.79	1	0.166666667	0
FAAH2	7196B_XXY	FALSE	0.79	4	0.295559955	0.032272727
SPIN3	7196B_XXY	FALSE	0.79	2	0.146428571	0
CCDC22	7196B_XXY	FALSE	0.79	1	0.3125	0.050905953
GRIPAP1	7196B_XXY	FALSE	0.79	2	0.268606983	0.002998281
PIM2	7196B_XXY	FALSE	0.79	1	0.463299132	0.225212497
TIMM17B	7196B_XXY	FALSE	0.79	1	0.248888889	0
ARAF	7196B_XXY	FALSE	0.79	1	0.1875	0
DYNLT3	7196B_XXY	FALSE	0.79	1	0.37254902	0.1184573
TAB3	7196B_XXY	FALSE	0.79	1	0.230088496	0
POLA1	7196B_XXY	FALSE	0.79	1	0.292682927	0.029126214
PDK3	7196B_XXY	FALSE	0.79	13	0.453148938	0.212981309
EIF1AX	7196B_XXY	FALSE	0.79	1	0.266536965	0.00076864
PHKA2	7196B_XXY	FALSE	0.79	1	0.333333333	0.074074074
AP1S2	7196B_XXY	FALSE	0.79	1	0.454545455	0.214659686
PIR	7196B_XXY	FALSE	0.79	1	0.268292683	0.002659574
TMSB4X	7196B_XXY	FALSE	0.79	1	0.229323308	0
TLR7	7196B_XXY	FALSE	0.79	3	0.448290162	0.207152906
WWC3	7196B_XXY	FALSE	0.79	1	0.272727273	0.007444169
TBL1X	7196B_XXY	FALSE	0.79	2	0.333817126	0.074615431
PUDP	7196B_XXY	FALSE	0.79	6	0.822793987	0.712893381
XIST	7196B_XXY	FALSE	0.79	3	0.357638238	0.101461207
TMSB15B	7196B_XXY	FALSE	0.79	1	0.444444444	0.202551834
AMMECR1	7196B_XXY	FALSE	0.79	1	0.666666667	0.487179487
KANTR	7196B_XXY	FALSE	0.79	1	0.166666667	0
CHM	7196B_XXY	FALSE	0.79	2	0.770833333	0.635157546
GPR174	7196B_XXY	FALSE	0.79	4	0.31863969	0.05770458
LAMP2	7205B_XX	TRUE	0.81	3	0.222702688	0
STS	7205B_XX	TRUE	0.81	2	0.878378378	0.81088464
NXT2	7205B_XX	TRUE	0.81	1	0.294964029	0.064885496
ABCD1	7205B_XX	TRUE	0.81	1	0.363636364	0.141104294
FMR1	7205B_XX	TRUE	0.81	1	0.342857143	0.117759877
HUWE1	7205B_XX	TRUE	0.81	1	0.177631579	0
RP2	7205B_XX	TRUE	0.81	1	0.264705882	0.032133178
TIMP1	7205B_XX	TRUE	0.81	1	0.454545455	0.246231156
MAGED2	7205B_XX	TRUE	0.81	5	0.15629074	0
EIF2S3	7205B_XX	TRUE	0.81	3	0.292873266	0.062606336
RRAGB	7205B_XX	TRUE	0.81	1	0.176470588	0
TBC1D8B	7205B_XX	TRUE	0.81	1	0.444444444	0.234303216
FAM199X	7205B_XX	TRUE	0.81	1	0.272727273	0.040767386
MECP2	7205B_XX	TRUE	0.81	1	0.238095238	0.00373599
ZFX	7205B_XX	TRUE	0.81	6	0.649333053	0.489290269
ZRSR2	7205B_XX	TRUE	0.81	1	0.481927711	0.278886467
BTK	7205B_XX	TRUE	0.81	3	0.28435129	0.053341232
HCFC1	7205B_XX	TRUE	0.81	6	0.241698671	0.007559345
MSL3	7205B_XX	TRUE	0.81	1	0.294117647	0.063962559
ZNF41	7205B_XX	TRUE	0.81	1	0.179487179	0
AKAP17A	7205B_XX	TRUE	0.81	1	0.907103825	0.854314851
TFE3	7205B_XX	TRUE	0.81	1	0.239130435	0.004833665
RPS4X	7205B_XX	TRUE	0.81	1	0.798140044	0.693386624
HNRNPH2	7205B_XX	TRUE	0.81	1	0.248	0.014261745
CA5B	7205B_XX	TRUE	0.81	1	0.461538462	0.254526092
SSR4	7205B_XX	TRUE	0.81	1	0.714285714	0.576271186
SMC1A	7205B_XX	TRUE	0.81	1	0.467532468	0.261660364
USP9X	7205B_XX	TRUE	0.81	2	0.213642214	0
MED14	7205B_XX	TRUE	0.81	1	0.285714286	0.054820416
HMGB3	7205B_XX	TRUE	0.81	2	0.245833333	0.011954801
GTPBP6	7205B_XX	TRUE	0.81	2	0.881954887	0.81625177
MAGED1	7205B_XX	TRUE	0.81	1	0.265799257	0.033308044
ZBTB33	7205B_XX	TRUE	0.81	2	0.231034483	0
CXorf38	7205B_XX	TRUE	0.81	1	0.329545455	0.102934469
KLHL15	7205B_XX	TRUE	0.81	2	0.178571429	0
VMA21	7205B_XX	TRUE	0.81	3	0.302600908	0.073230975
RBBP7	7205B_XX	TRUE	0.81	5	0.383315314	0.163443153
IL3RA	7205B_XX	TRUE	0.81	3	0.583809913	0.404656979
ERCC6L	7205B_XX	TRUE	0.81	1	0.277777778	0.04622157
DHRSX	7205B_XX	TRUE	0.81	2	0.77823157	0.66507118
ZNF81	7205B_XX	TRUE	0.81	1	0.357142857	0.133782483
UBA1	7205B_XX	TRUE	0.81	1	0.466101695	0.259955362
ACOT9	7205B_XX	TRUE	0.81	2	0.435828877	0.224179137
SUV39H1	7205B_XX	TRUE	0.81	1	0.40625	0.189765458
RPGR	7205B_XX	TRUE	0.81	1	0.142857143	0
WASH6P	7205B_XX	TRUE	0.81	2	0.284313725	0.05330048
ARMCX3	7205B_XX	TRUE	0.81	1	0.221538462	0
BCOR	7205B_XX	TRUE	0.81	1	0.136363636	0
MAGEH1	7205B_XX	TRUE	0.81	1	0.267241379	0.034858635
ATG4A	7205B_XX	TRUE	0.81	2	0.291578576	0.061196187
SOWAHD	7205B_XX	TRUE	0.81	2	0.253968254	0.020629298
CD99L2	7205B_XX	TRUE	0.81	2	0.217815666	0
ARHGAP4	7205B_XX	TRUE	0.81	2	0.24286244	0.008795604
RBM3	7205B_XX	TRUE	0.81	1	0.278816199	0.047344705
STK26	7205B_XX	TRUE	0.81	1	0.409090909	0.193047796
XIAP	7205B_XX	TRUE	0.81	4	0.232598522	0
ZDHHC9	7205B_XX	TRUE	0.81	1	0.208955224	0
TRAPPC2	7205B_XX	TRUE	0.81	2	0.584415584	0.405425492
MORF4L2	7205B_XX	TRUE	0.81	1	0.286666667	0.055854584
PJA1	7205B_XX	TRUE	0.81	3	0.213594276	0
MPP1	7205B_XX	TRUE	0.81	1	0.26	0.027083881
IRAK1	7205B_XX	TRUE	0.81	3	0.249925371	0.016313861
ZNF275	7205B_XX	TRUE	0.81	6	0.276050115	0.044354263
MTMR1	7205B_XX	TRUE	0.81	1	0.223684211	0
MOSPD1	7205B_XX	TRUE	0.81	2	0.289351852	0.058773032
MBNL3	7205B_XX	TRUE	0.81	1	0.305555556	0.076468415
RBM41	7205B_XX	TRUE	0.81	1	0.145833333	0
TCEAL4	7205B_XX	TRUE	0.81	1	0.164772727	0
APOOL	7205B_XX	TRUE	0.81	2	0.54197901	0.352184654
SH3BGRL	7205B_XX	TRUE	0.81	1	0.290229885	0.059728197
BRWD3	7205B_XX	TRUE	0.81	2	0.3	0.070385126
ITM2A	7205B_XX	TRUE	0.81	1	0.401234568	0.183982502
ATRX	7205B_XX	TRUE	0.81	1	0.9375	0.901088032
HDAC8	7205B_XX	TRUE	0.81	1	0.25	0.016393443
YIPF6	7205B_XX	TRUE	0.81	1	0.183673469	0
TSPYL2	7205B_XX	TRUE	0.81	1	0.276595745	0.04494382
GRIPAP1	7205B_XX	TRUE	0.81	1	0.129310345	0
TIMM17B	7205B_XX	TRUE	0.81	1	0.335907336	0.110007244
GK	7205B_XX	TRUE	0.81	2	0.314935065	0.086777754
APOO	7205B_XX	TRUE	0.81	1	0.109090909	0
SAT1	7205B_XX	TRUE	0.81	1	0.388888889	0.169811321
RPS6KA3	7205B_XX	TRUE	0.81	4	0.267742182	0.035397367
EIF1AX	7205B_XX	TRUE	0.81	2	0.6625	0.506669103
TMSB4X	7205B_XX	TRUE	0.81	2	0.134681921	0
PRPS2	7205B_XX	TRUE	0.81	1	0.233870968	0
TBL1X	7205B_XX	TRUE	0.81	3	0.277430316	0.045845894
PUDP	7205B_XX	TRUE	0.81	6	0.858781322	0.781676268
ZBED1	7205B_XX	TRUE	0.81	6	0.585269468	0.406509382
P2RY8	7205B_XX	TRUE	0.81	6	0.870548131	0.799173594
ASMTL	7205B_XX	TRUE	0.81	6	0.859259451	0.782384891
PLCXD1	7205B_XX	TRUE	0.81	5	0.231980348	0
DDX3X	7205B_XX	TRUE	0.81	2	0.727272727	0.594046008
TMSB15B	7205B_XX	TRUE	0.81	1	0.428571429	0.215686275
PDK3	7205B_XX	TRUE	0.81	2	0.391544118	0.172851538
GPR174	7205B_XX	TRUE	0.81	4	0.287608052	0.056877299
DNASE1L1	7225A_XX	FALSE	0.57	3	0.645295004	0
P2RY10	7225A_XX	FALSE	0.57	1	0.826530612	0.191631003
SLC25A43	7225A_XX	FALSE	0.57	4	0.763034169	0.020378553
NXT2	7225A_XX	FALSE	0.57	3	0.932445435	0.60038344
WDR13	7225A_XX	FALSE	0.57	1	0.807692308	0.136442142
ABCD1	7225A_XX	FALSE	0.57	2	0.718954248	0
HUWE1	7225A_XX	FALSE	0.57	1	0.774358974	0.048031155
RP2	7225A_XX	FALSE	0.57	1	0.918918919	0.536321484
TIMP1	7225A_XX	FALSE	0.57	2	0.877155172	0.362914944
RAB9A	7225A_XX	FALSE	0.57	1	0.666666667	0
THOC2	7225A_XX	FALSE	0.57	2	0.735294118	0
ARMCX5	7225A_XX	FALSE	0.57	1	0.640449438	0
SLC35A2	7225A_XX	FALSE	0.57	1	0.757894737	0.008193187
EIF2S3	7225A_XX	FALSE	0.57	2	0.513344616	0
SLC6A8	7225A_XX	FALSE	0.57	2	0.588888889	0
EDA2R	7225A_XX	FALSE	0.57	1	0.913043478	0.509803922
ABCB7	7225A_XX	FALSE	0.57	1	0.748815166	0
VAMP7	7225A_XX	FALSE	0.57	1	0.664285714	0
AMMECR1	7225A_XX	FALSE	0.57	1	0.53125	0
PRKX	7225A_XX	FALSE	0.57	3	0.876173372	0.359226164
RRAGB	7225A_XX	FALSE	0.57	1	0.866666667	0.324324324
SPIN2B	7225A_XX	FALSE	0.57	1	0.5	0
CHST7	7225A_XX	FALSE	0.57	1	0.857142857	0.290780142
SNX12	7225A_XX	FALSE	0.57	1	0.73364486	0
TMEM164	7225A_XX	FALSE	0.57	1	0.818181818	0.166666667
TAB3	7225A_XX	FALSE	0.57	2	0.818461538	0.16748977
PLS3	7225A_XX	FALSE	0.57	1	0.514285714	0
HDX	7225A_XX	FALSE	0.57	1	0.5	0
FAM199X	7225A_XX	FALSE	0.57	2	0.689303905	0
MECP2	7225A_XX	FALSE	0.57	2	0.737837838	0
ZFX	7225A_XX	FALSE	0.57	6	0.781405838	0.065818909
ELF4	7225A_XX	FALSE	0.57	2	0.726162676	0
BTK	7225A_XX	FALSE	0.57	2	0.835696744	0.220019254
HCFC1	7225A_XX	FALSE	0.57	5	0.709110517	0
MSL3	7225A_XX	FALSE	0.57	5	0.536525144	0
ZNF41	7225A_XX	FALSE	0.57	4	0.757002801	0.006100879
AKAP17A	7225A_XX	FALSE	0.57	2	0.935809641	0.617006871
TSC22D3	7225A_XX	FALSE	0.57	1	0.742971888	0
MAP7D3	7225A_XX	FALSE	0.57	5	0.731915619	0
RPS4X	7225A_XX	FALSE	0.57	1	0.892959583	0.424598586
SLC25A5	7225A_XX	FALSE	0.57	2	0.6888896	0
FANCB	7225A_XX	FALSE	0.57	2	0.809090909	0.140401146
USP9X	7225A_XX	FALSE	0.57	1	0.629441624	0
MED14	7225A_XX	FALSE	0.57	1	0.863636364	0.313501144
HMGB3	7225A_XX	FALSE	0.57	1	0.545454545	0
GTPBP6	7225A_XX	FALSE	0.57	3	0.863720223	0.313798751
MAGED1	7225A_XX	FALSE	0.57	1	0.48	0
ATP11C	7225A_XX	FALSE	0.57	1	0.703296703	0
CXorf38	7225A_XX	FALSE	0.57	1	0.647887324	0
SLC9A7	7225A_XX	FALSE	0.57	6	0.704425578	0
RBBP7	7225A_XX	FALSE	0.57	6	0.805913823	0.131438583
IL3RA	7225A_XX	FALSE	0.57	1	0.418918919	0
PHF6	7225A_XX	FALSE	0.57	1	0.828571429	0.197860963
RLIM	7225A_XX	FALSE	0.57	2	0.582482993	0
GEMIN8	7225A_XX	FALSE	0.57	1	0.857142857	0.290780142
PIGA	7225A_XX	FALSE	0.57	3	0.944444444	0.661016949
MED12	7225A_XX	FALSE	0.57	1	0.564102564	0
ERCC6L	7225A_XX	FALSE	0.57	2	0.703076923	0
ACOT9	7225A_XX	FALSE	0.57	6	0.752698595	0
GNL3L	7225A_XX	FALSE	0.57	1	0.723076923	0
PHF8	7225A_XX	FALSE	0.57	2	0.827586207	0.194847021
OFD1	7225A_XX	FALSE	0.57	1	0.8	0.115044248
WASH6P	7225A_XX	FALSE	0.57	1	0.8	0.115044248
GSPT2	7225A_XX	FALSE	0.57	1	0.571428571	0
IDS	7225A_XX	FALSE	0.57	5	0.652163568	0
ARMCX3	7225A_XX	FALSE	0.57	1	0.810810811	0.145299145
ATP7A	7225A_XX	FALSE	0.57	2	0.913650075	0.512506652
TAF9B	7225A_XX	FALSE	0.57	1	0.555555556	0
MAGEH1	7225A_XX	FALSE	0.57	1	0.888888889	0.408284024
RPL10	7225A_XX	FALSE	0.57	2	0.780185759	0.062706271
CD99L2	7225A_XX	FALSE	0.57	4	0.751161982	0
ARHGAP4	7225A_XX	FALSE	0.57	1	0.53968254	0
RBM3	7225A_XX	FALSE	0.57	7	0.59049487	0
XIAP	7225A_XX	FALSE	0.57	4	0.784165085	0.072909971
SASH3	7225A_XX	FALSE	0.57	2	0.797150579	0.107276062
LAGE3	7225A_XX	FALSE	0.57	1	0.433962264	0
CHM	7225A_XX	FALSE	0.57	2	0.495454545	0
KLF8	7225A_XX	FALSE	0.57	1	0.409090909	0
CTPS2	7225A_XX	FALSE	0.57	1	0.315789474	0
TRAPPC2	7225A_XX	FALSE	0.57	4	0.719620395	0
FLNA	7225A_XX	FALSE	0.57	4	0.56287242	0
PJA1	7225A_XX	FALSE	0.57	1	0.95	0.690402477
MBTPS2	7225A_XX	FALSE	0.57	2	0.62804878	0
DKC1	7225A_XX	FALSE	0.57	1	0.733552632	0
UBL4A	7225A_XX	FALSE	0.57	3	0.519088348	0
PLXNA3	7225A_XX	FALSE	0.57	1	0.75862069	0.00990099
ATP6AP1	7225A_XX	FALSE	0.57	3	0.704980843	0
IRAK1	7225A_XX	FALSE	0.57	3	0.649262554	0
TMEM187	7225A_XX	FALSE	0.57	4	0.833603896	0.213444346
NAA10	7225A_XX	FALSE	0.57	3	0.436111111	0
ZNF275	7225A_XX	FALSE	0.57	3	0.818394024	0.16729102
CETN2	7225A_XX	FALSE	0.57	1	0.666666667	0
MTMR1	7225A_XX	FALSE	0.57	2	0.478021978	0
ZNF75D	7225A_XX	FALSE	0.57	1	0.944444444	0.661016949
MOSPD1	7225A_XX	FALSE	0.57	2	0.518095987	0
MCTS1	7225A_XX	FALSE	0.57	2	0.722222222	0
LAMP2	7225A_XX	FALSE	0.57	1	0.568965517	0
RNF113A	7225A_XX	FALSE	0.57	1	0.79047619	0.089403974
TCEAL4	7225A_XX	FALSE	0.57	1	0.49851632	0
BEX2	7225A_XX	FALSE	0.57	1	0.545454545	0
BEX4	7225A_XX	FALSE	0.57	1	0.691176471	0
CENPI	7225A_XX	FALSE	0.57	5	0.691513387	0
TRMT2B	7225A_XX	FALSE	0.57	2	0.623611111	0
APOOL	7225A_XX	FALSE	0.57	2	0.344544492	0
SH3BGRL	7225A_XX	FALSE	0.57	1	0.629834254	0
BRWD3	7225A_XX	FALSE	0.57	1	0.6	0
ITM2A	7225A_XX	FALSE	0.57	2	0.565602837	0
CYSLTR1	7225A_XX	FALSE	0.57	2	0.823891626	0.183650168
PGK1	7225A_XX	FALSE	0.57	3	0.46922809	0
ATRX	7225A_XX	FALSE	0.57	1	0.807692308	0.136442142
CHIC1	7225A_XX	FALSE	0.57	2	0.778571429	0.058609171
CXorf65	7225A_XX	FALSE	0.57	1	0.888888889	0.408284024
SPIN4	7225A_XX	FALSE	0.57	1	0.9	0.453551913
ZXDB	7225A_XX	FALSE	0.57	1	0.615384615	0
FAAH2	7225A_XX	FALSE	0.57	3	0.749287749	0
SPIN3	7225A_XX	FALSE	0.57	2	0.403846154	0
TBC1D25	7225A_XX	FALSE	0.57	2	0.759578544	0.012161045
ARAF	7225A_XX	FALSE	0.57	1	0.578947368	0
SAT1	7225A_XX	FALSE	0.57	1	0.790697674	0.089989889
SYAP1	7225A_XX	FALSE	0.57	1	0.5	0
AP1S2	7225A_XX	FALSE	0.57	1	0.75	0
PIR	7225A_XX	FALSE	0.57	1	0.474683544	0
TMSB4X	7225A_XX	FALSE	0.57	1	0.808	0.137311287
TLR7	7225A_XX	FALSE	0.57	1	0.718475073	0
WWC3	7225A_XX	FALSE	0.57	1	0.64516129	0
TBL1X	7225A_XX	FALSE	0.57	2	0.675	0
PNPLA4	7225A_XX	FALSE	0.57	3	0.658068783	0
PUDP	7225A_XX	FALSE	0.57	1	0.821428571	0.176276771
P2RY8	7225A_XX	FALSE	0.57	5	0.950131017	0.691105971
ASMTL	7225A_XX	FALSE	0.57	1	0.929961089	0.588289113
PLCXD1	7225A_XX	FALSE	0.57	5	0.176289725	0
DDX3X	7225A_XX	FALSE	0.57	6	0.624986801	0
JPX	7225A_XX	FALSE	0.57	2	0.558441558	0
GDI1	7225A_XX	FALSE	0.57	1	0.719354839	0
XIST	7225A_XX	FALSE	0.57	2	0.940848214	0.642447548
FTX	7225A_XX	FALSE	0.57	2	0.833333333	0.212598425
DHRSX	7225A_XX	FALSE	0.57	1	0.609756098	0
TMSB15B	7225A_XX	FALSE	0.57	1	0.666666667	0
IDH3G	7225A_XX	FALSE	0.57	1	0.3	0
FAM104B	7225A_XX	FALSE	0.57	1	0.75	0
SLC25A53	7225A_XX	FALSE	0.57	1	0.666666667	0
GPR174	7225A_XX	FALSE	0.57	5	0.488976724	0
DNASE1L1	7225B_XX	FALSE	0.77	4	0.224225009	0
P2RY10	7225B_XX	FALSE	0.77	1	0.463855422	0.191717374
IDH3G	7225B_XX	FALSE	0.77	2	0.6875	0.48927477
SLC25A43	7225B_XX	FALSE	0.77	3	0.389718142	0.103007926
NXT2	7225B_XX	FALSE	0.77	3	0.313466389	0.016290406
WDR13	7225B_XX	FALSE	0.77	1	0.464285714	0.192245557
ABCD1	7225B_XX	FALSE	0.77	2	0.316985646	0.020196647
HUWE1	7225B_XX	FALSE	0.77	1	0.232673267	0
RP2	7225B_XX	FALSE	0.77	1	0.196721311	0
TIMP1	7225B_XX	FALSE	0.77	1	0.329177057	0.033799073
THOC2	7225B_XX	FALSE	0.77	2	0.383333333	0.095575654
ARMCX5	7225B_XX	FALSE	0.77	1	0.292307692	0
SLC35A2	7225B_XX	FALSE	0.77	1	0.214285714	0
EIF2S3	7225B_XX	FALSE	0.77	2	0.311887421	0.014540756
