gene	name	unique_bcs	type	LCL_log2	LCL_n_obs_bc	fib1_log2	fib1_n_obs_bc	fib2_log2	fib2_n_obs_bc
KDM5C	chrX:53222760-53222959_shuff	101	negative ctl	-0.4272	57	-1.2764	71	-1.2840	76
KDM5C	chrX:53222810-53223009_shuff	122	negative ctl	-2.0327	48	-1.9594	73	-2.0569	85
KDM5C	chrX:53222860-53223059_shuff	170	negative ctl	-1.1029	79	-0.9353	103	-1.0747	114
KDM5C	chrX:53222910-53223109_shuff	123	negative ctl	-0.9260	55	-1.1808	73	-1.2586	71
KDM5C	chrX:53222960-53223159_shuff	138	negative ctl	-1.0496	48	-0.8447	79	-0.8736	86
KDM5C	chrX:53223010-53223209_shuff	109	negative ctl	-0.4496	32	-0.8426	54	-0.9359	65
KDM5C	chrX:53223060-53223259_shuff	14	negative ctl	-1.4693	5	-2.3302	9	-1.8577	11
KDM5C	chrX:53223110-53223309_shuff	69	negative ctl	-0.6228	38	-1.3369	46	-1.6598	53
KDM5C	chrX:53223160-53223359_shuff	94	negative ctl	0.1528	55	-1.2285	65	-1.1367	67
KDM5C	chrX:53223210-53223409_shuff	75	negative ctl	1.3174	43	-0.1561	53	-0.0987	62
KDM5C	chrX:53223260-53223459_shuff	101	negative ctl	0.0886	48	0.2656	75	0.2890	70
KDM5C	chrX:53223310-53223509_shuff	79	negative ctl	0.8435	34	-0.1007	58	-0.1076	62
KDM5C	chrX:53223360-53223559_shuff	94	negative ctl	0.6450	48	-0.3000	63	-0.2494	72
KDM5C	chrX:53223410-53223609_shuff	98	negative ctl	-0.4391	31	-0.0848	57	-0.1173	73
KDM5C	chrX:53223460-53223659_shuff	110	negative ctl	0.3816	36	-0.4576	51	-0.2887	61
KDM5C	chrX:53223510-53223709_shuff	98	negative ctl	-0.6668	63	-0.6794	72	-0.8787	74
KDM5C	chrX:53223560-53223759_shuff	74	negative ctl	0.4901	26	-0.4000	45	0.0723	48
KDM5C	chrX:53223610-53223809_shuff	68	negative ctl	1.7149	41	1.6056	52	1.6714	57
KDM5C	chrX:53223660-53223859_shuff	107	negative ctl	1.2404	51	0.4077	69	0.4972	70
KDM5C	chrX:53223710-53223909_shuff	79	negative ctl	2.3786	32	1.7505	46	2.0961	51
KDM5C	chrX:53223760-53223959_shuff	103	negative ctl	-0.0380	23	-0.7359	55	-1.1086	63
KDM5C	chrX:53223810-53224009_shuff	158	negative ctl	-0.3364	47	-0.2395	77	-0.0516	79
KDM5C	chrX:53223860-53224059_shuff	150	negative ctl	-0.4749	77	-0.7113	82	-0.8416	94
KDM5C	chrX:53223910-53224109_shuff	116	negative ctl	0.4217	69	-0.2749	85	-0.3786	93
KDM5C	chrX:53223960-53224159_shuff	101	negative ctl	-0.4016	60	-0.8838	68	-1.2573	73
KDM5C	chrX:53224010-53224209_shuff	65	negative ctl	-1.9203	28	-1.7915	42	-1.6379	45
KDM5C	chrX:53224060-53224259_shuff	109	negative ctl	-0.2361	54	-1.1836	59	-1.5417	60
KDM5C	chrX:53224110-53224309_shuff	80	negative ctl	-1.0624	36	-1.5473	52	-1.4330	63
KDM5C	chrX:53224160-53224359_shuff	103	negative ctl	-1.3508	38	-0.4303	37	0.1676	45
KDM5C	chrX:53224210-53224409_shuff	99	negative ctl	-0.0876	42	-1.0275	51	-1.1218	54
KDM5C	chrX:53224260-53224459_shuff	80	negative ctl	-0.6565	26	-0.3409	36	0.4738	38
KDM5C	chrX:53224310-53224509_shuff	73	negative ctl	-0.7724	38	-1.6153	52	-1.3982	54
KDM5C	chrX:53224360-53224559_shuff	121	negative ctl	0.2059	57	-0.1807	75	-0.2984	80
KDM5C	chrX:53224410-53224609_shuff	122	negative ctl	-0.3915	60	-0.4961	72	-0.0416	82
KDM5C	chrX:53224460-53224659_shuff	72	negative ctl	-1.3571	23	-0.7231	42	-0.6476	45
KDM5C	chrX:53224510-53224709	102	test	-0.4546	71	-0.9110	77	-0.5677	86
KDM5C	chrX:53224510-53224709_shuff	116	negative ctl	0.5788	61	0.0149	82	-0.0221	91
KDM5C	chrX:53224560-53224759	89	test	-0.2154	49	-0.6250	59	-0.6553	62
KDM5C	chrX:53224560-53224759_shuff	75	negative ctl	0.9098	34	0.2376	49	0.3323	53
KDM5C	chrX:53224610-53224809	156	test	0.1827	20	-0.3797	48	-0.1970	60
KDM5C	chrX:53224610-53224809_shuff	89	negative ctl	1.6406	35	0.4125	51	0.4839	57
KDM5C	chrX:53224660-53224859	77	test	0.8493	30	0.4839	49	0.3554	55
KDM5C	chrX:53224660-53224859_shuff	82	negative ctl	0.6642	27	-0.2355	43	-0.0531	46
KDM5C	chrX:53224710-53224909	101	test	-0.2862	41	-0.3385	72	-0.9379	78
KDM5C	chrX:53224710-53224909_shuff	90	negative ctl	-0.8759	42	-0.1635	61	-0.2397	65
KDM5C	chrX:53224760-53224959	107	test	-0.1315	52	-0.1974	74	-0.4406	86
KDM5C	chrX:53224760-53224959_shuff	119	negative ctl	0.6765	43	-0.3841	67	-0.3226	73
KDM5C	chrX:53224810-53225009	118	test	-0.1186	64	-0.3219	81	-0.4490	90
KDM5C	chrX:53224810-53225009_shuff	97	negative ctl	-0.5113	45	-0.2170	66	0.6786	73
KDM5C	chrX:53224860-53225059	49	test	-0.2580	37	-0.0128	46	-0.2757	45
KDM5C	chrX:53224860-53225059_shuff	156	negative ctl	0.3343	71	-0.2740	109	-0.3272	119
KDM5C	chrX:53224910-53225109	70	test	-0.4391	43	-0.3382	62	-0.5093	66
KDM5C	chrX:53224910-53225109_shuff	161	negative ctl	-0.0471	65	-0.1014	91	0.1789	105
KDM5C	chrX:53224960-53225159	132	test	-0.2218	55	-0.3965	83	-0.1221	88
KDM5C	chrX:53224960-53225159_shuff	67	negative ctl	1.7400	42	1.4176	49	1.5238	46
KDM5C	chrX:53225010-53225209	88	test	0.1372	27	-0.1926	50	-0.1562	54
KDM5C	chrX:53225010-53225209_shuff	95	negative ctl	0.8256	31	0.1603	53	0.3927	62
KDM5C	chrX:53225060-53225259	77	test	1.1515	33	0.7376	41	0.6558	43
KDM5C	chrX:53225060-53225259_shuff	88	negative ctl	-1.0107	50	-1.0136	55	-0.9737	63
KDM5C	chrX:53225110-53225309	63	test	1.5269	25	1.1949	40	1.2061	42
KDM5C	chrX:53225110-53225309_shuff	52	negative ctl	-0.6002	27	-1.2798	42	-1.1438	47
KDM5C	chrX:53225160-53225359	71	test	1.4040	29	1.2037	43	1.3118	49
KDM5C	chrX:53225160-53225359_shuff	89	negative ctl	-1.3699	38	-0.4021	52	-0.6469	57
KDM5C	chrX:53225210-53225409	73	test	1.8636	54	1.1574	48	1.3844	50
KDM5C	chrX:53225210-53225409_shuff	105	negative ctl	-0.1818	39	-0.5500	65	-0.2775	69
KDM5C	chrX:53225260-53225459	21	test	0.9190	10	-0.6927	16	0.9865	18
KDM5C	chrX:53225260-53225459_shuff	126	negative ctl	-1.0025	43	-0.2514	59	-0.8465	59
KDM5C	chrX:53225310-53225509	90	test	0.8504	40	0.6493	57	0.5289	60
KDM5C	chrX:53225310-53225509_shuff	79	negative ctl	-0.6770	26	-0.1181	43	-0.1322	53
KDM5C	chrX:53225360-53225559	97	test	1.5143	40	1.2862	65	1.2919	72
KDM5C	chrX:53225360-53225559_shuff	79	negative ctl	-1.8517	40	-0.9009	58	-1.1194	62
KDM5C	chrX:53225410-53225609	87	test	1.8502	42	1.5187	63	1.4247	67
KDM5C	chrX:53225410-53225609_shuff	95	negative ctl	-0.7088	30	-0.5460	53	-0.2207	62
KDM5C	chrX:53225460-53225659	110	test	2.1603	55	1.6707	65	1.7537	74
KDM5C	chrX:53225460-53225659_shuff	81	negative ctl	0.3423	38	-0.3401	51	0.1340	59
KDM5C	chrX:53225510-53225709_shuff	117	negative ctl	-0.2681	43	0.1679	74	-0.1506	83
KDM5C	chrX:53225560-53225759_shuff	59	negative ctl	-0.9717	20	-1.4999	43	-1.3808	46
KDM5C	chrX:53225610-53225809_shuff	111	negative ctl	-0.4769	44	-0.2230	65	-0.1695	73
KDM5C	chrX:53225660-53225859_shuff	91	negative ctl	-0.5614	27	0.1495	52	0.4762	62
KDM5C	chrX:53225710-53225909_shuff	91	negative ctl	-0.0768	44	-0.7947	64	-0.4389	73
KDM5C	chrX:53225760-53225959_shuff	103	negative ctl	-0.2379	39	-0.6931	51	-0.7782	61
KDM5C	chrX:53225810-53226009_shuff	48	negative ctl	-1.6005	14	-0.6844	25	-1.0560	26
KDM5C	chrX:53225860-53226059_shuff	73	negative ctl	-1.7441	23	-1.1076	35	-0.8654	43
RPS4X	chrX:72276577-72276776	118	test	-2.4280	36	-2.2417	60	-2.5526	66
RPS4X	chrX:72276627-72276826	51	test	-1.7395	18	-0.7255	33	-0.3390	38
RPS4X	chrX:72276677-72276876	79	test	-1.5766	34	-0.8681	47	-1.2682	53
RPS4X	chrX:72276727-72276926	90	test	-1.4777	47	-1.0562	67	-1.1442	72
RPS4X	chrX:72276777-72276976	94	test	-0.9336	47	-0.4658	71	-0.8059	75
RPS4X	chrX:72276827-72277026	113	test	-1.1413	72	-1.0038	86	-1.1323	97
RPS4X	chrX:72276877-72277076	92	test	-1.2912	62	-1.2456	75	-1.1971	80
RPS4X	chrX:72276927-72277126	93	test	-1.4139	52	-1.3787	71	-1.6370	80
RPS4X	chrX:72276977-72277176	88	test	0.1248	61	-0.4953	73	-0.6670	77
RPS4X	chrX:72277027-72277226	77	test	-1.0811	46	-2.0405	60	-1.9824	65
RPS4X	chrX:72277077-72277276	93	test	2.3618	58	0.3952	67	0.3025	73
RPS4X	chrX:72277127-72277326	134	test	2.7897	58	1.7645	85	1.8189	91
RPS4X	chrX:72277177-72277376	156	test	2.0596	48	1.6558	65	2.0694	72
RPS4X	chrX:72277227-72277426	102	test	1.9360	48	1.8877	68	1.7607	73
RPS4X	chrX:72277277-72277476	115	test	1.8048	37	1.8407	54	1.7819	62
RPS4X	chrX:72277327-72277526	78	test	0.9694	36	1.0107	47	1.1408	57
RPS4X	chrX:72277377-72277576	70	test	1.2308	43	0.9339	45	1.0407	52
RPS4X	chrX:72277427-72277626	42	test	-1.2955	18	-0.7937	27	-0.1757	31
USP9Y	chrY:12661881-12662080	108	test	-0.4878	47	-0.7801	71	-0.4949	74
USP9Y	chrY:12661931-12662130	116	test	-0.8457	65	-0.5194	86	-1.0556	92
USP9Y	chrY:12661981-12662180	55	test	-0.7233	30	-0.5827	40	-1.2639	42
USP9Y	chrY:12662031-12662230	35	test	1.4699	27	1.7186	29	1.4099	30
USP9Y	chrY:12662081-12662280	12	test	1.1207	11	0.5908	11	0.7070	11
USP9Y	chrY:12662131-12662330	18	test	1.6976	14	1.6557	15	1.7658	17
USP9Y	chrY:12662281-12662480	47	test	1.5565	25	0.7638	40	0.7811	44
USP9Y	chrY:12662331-12662530	56	test	0.6848	28	-0.0994	44	0.3033	52
USP9Y	chrY:12662381-12662580	128	test	-0.3326	49	-0.1372	67	0.0397	70
USP9Y	chrY:12662431-12662630	80	test	-0.2881	25	-0.3735	39	-0.4327	40
USP9Y	chrY:12662481-12662680	66	test	-0.3475	20	-0.3546	39	-0.0828	42
USP9Y	chrY:12662531-12662730	49	test	-0.8105	14	-0.1952	25	-0.4550	32
USP9Y	chrY:12662581-12662780	73	test	-0.2350	18	-0.3379	43	-0.3442	47
USP9Y	chrY:12662631-12662830	74	test	-0.1783	18	-0.1736	36	-0.2156	39
USP9Y	chrY:12662681-12662880	68	test	-0.9763	37	-0.9009	47	-0.4479	49
USP9Y	chrY:12662731-12662930	87	test	-1.7265	54	-1.1303	67	-1.4643	73
USP9Y	chrY:12662781-12662980	91	test	-0.6922	51	-1.4677	60	-1.4789	63
USP9Y	chrY:12662831-12663030	83	test	-0.2263	42	-0.6327	59	-0.9215	61
DDX3Y	chrY:12904415-12904614	43	test	-1.4997	25	-1.0383	36	-1.4118	38
DDX3Y	chrY:12904465-12904664	44	test	0.7352	31	0.1848	37	0.3407	38
DDX3Y	chrY:12904515-12904714	64	test	2.1542	40	1.8464	42	1.6104	47
DDX3Y	chrY:12904565-12904764	68	test	1.9067	25	1.4774	32	1.3201	30
DDX3Y	chrY:12904615-12904814	131	test	2.5586	64	2.3223	81	2.2585	89
DDX3Y	chrY:12904665-12904864	104	test	2.2760	65	2.0749	75	2.1771	76
DDX3Y	chrY:12904715-12904914	71	test	1.4773	40	1.6126	48	1.3759	56
DDX3Y	chrY:12904765-12904964	69	test	1.3631	39	1.8875	43	1.3841	49
DDX3Y	chrY:12904815-12905014	130	test	0.0234	61	-0.7232	54	-0.9151	64
DDX3Y	chrY:12904865-12905064	128	test	-0.2748	36	-0.4505	57	-0.7303	56
DDX3Y	chrY:12904915-12905114	110	test	1.9426	40	-1.1028	55	-0.8158	63
DDX3Y	chrY:12904965-12905164	91	test	1.8515	42	-1.3999	54	-1.0225	55
DDX3Y	chrY:12905015-12905214	60	test	1.2434	34	-0.8849	43	-0.7909	49
DDX3Y	chrY:12905065-12905264	7	test	1.2616	5	-0.9222	6	-0.8521	7
DDX3Y	chrY:12905115-12905314	28	test	0.8175	11	0.3753	16	0.2376	19
DDX3Y	chrY:12905165-12905364	94	test	0.8540	54	0.5967	58	0.9161	56
DDX3Y	chrY:12905215-12905414	73	test	0.9867	42	0.5376	48	0.6516	51
DDX3Y	chrY:12905265-12905464	53	test	0.2517	27	0.3428	45	-0.1596	45
DDX3Y	chrY:12905315-12905514	81	test	-1.4243	31	-0.9542	50	-0.6338	56
DDX3Y	chrY:12905365-12905564	105	test	-0.2395	38	1.0339	69	0.5994	76
UTY	chrY:13479312-13479511	145	test	0.3328	55	0.5067	83	0.4832	97
UTY	chrY:13479362-13479561	129	test	-0.3530	49	-0.5163	70	-0.2586	67
UTY	chrY:13479412-13479611	128	test	0.6224	30	-1.4117	64	-0.9468	83
UTY	chrY:13479462-13479661	108	test	0.0050	29	-0.3467	46	-0.2418	54
UTY	chrY:13479512-13479711	78	test	-0.1592	24	-0.0233	38	0.4716	39
UTY	chrY:13479562-13479761	90	test	-0.0761	33	-0.2670	49	-0.0252	59
UTY	chrY:13479612-13479811	106	test	-0.3500	54	-0.1808	70	-0.2629	74
UTY	chrY:13479662-13479861	70	test	-1.3736	37	-0.2609	59	-0.3435	58
UTY	chrY:13479712-13479911	176	test	-0.9096	80	-0.3963	93	-0.3834	106
UTY	chrY:13479762-13479961	133	test	-1.7865	65	-1.2042	83	-0.9606	96
UTY	chrY:13479812-13480011	98	test	-1.2168	51	-1.5346	74	-1.7776	77
UTY	chrY:13479862-13480061	147	test	0.5836	79	0.1689	102	0.1290	99
UTY	chrY:13479912-13480111	149	test	0.3436	71	0.6600	70	0.6905	81
UTY	chrY:13479962-13480161	113	test	2.0826	59	1.7800	70	1.5881	74
UTY	chrY:13480012-13480211	89	test	1.7894	46	1.8286	46	1.5268	53
UTY	chrY:13480062-13480261	74	test	0.8672	49	0.8108	53	0.8604	62
UTY	chrY:13480112-13480311	104	test	-0.9679	44	-0.3463	61	-0.5453	67
UTY	chrY:13480162-13480361	67	test	1.1390	33	-0.1575	38	-0.4483	47
UTY	chrY:13480212-13480411	105	test	-1.4259	40	-0.9507	64	-1.0828	64
UTY	chrY:13480262-13480461	127	test	-0.6354	45	-0.5418	73	-0.1034	73
KDM5D	chrY:19743383-19743582_shuff	113	negative ctl	-0.4857	51	-1.1542	69	-1.2922	71
KDM5D	chrY:19743433-19743632_shuff	116	negative ctl	-0.2999	45	-0.2357	50	0.1162	62
KDM5D	chrY:19743483-19743682_shuff	81	negative ctl	-0.6323	40	-1.0929	44	-1.0022	47
KDM5D	chrY:19743533-19743732_shuff	96	negative ctl	-1.6777	31	-1.5529	46	-1.6640	43
KDM5D	chrY:19743583-19743782_shuff	67	negative ctl	-2.1434	27	-1.1213	48	-1.5826	45
KDM5D	chrY:19743633-19743832_shuff	75	negative ctl	-1.0569	37	-1.2390	41	-0.9450	48
KDM5D	chrY:19743683-19743882_shuff	54	negative ctl	-0.2171	22	-1.1649	32	-0.9371	35
KDM5D	chrY:19743733-19743932_shuff	74	negative ctl	-1.7831	38	-1.5864	47	-1.4991	46
KDM5D	chrY:19743783-19743982_shuff	60	negative ctl	-1.5300	25	-1.5595	35	-1.8642	36
KDM5D	chrY:19743833-19744032_shuff	83	negative ctl	-1.2221	18	-1.1516	36	-1.0603	41
KDM5D	chrY:19743883-19744082_shuff	131	negative ctl	-2.1576	39	-1.3825	42	-2.1192	45
KDM5D	chrY:19743933-19744132_shuff	62	negative ctl	-1.5361	22	-1.1445	30	-1.9494	33
KDM5D	chrY:19743983-19744182_shuff	87	negative ctl	-2.1049	44	-1.2541	54	-1.5773	54
KDM5D	chrY:19744033-19744232	46	test	-2.1052	17	-0.5164	26	-1.5705	29
KDM5D	chrY:19744033-19744232_shuff	60	negative ctl	-2.9224	23	-2.1464	36	-1.6796	39
KDM5D	chrY:19744083-19744282	118	test	-2.1960	50	-1.6477	56	-1.7075	60
KDM5D	chrY:19744083-19744282_shuff	90	negative ctl	0.4532	41	-2.5228	60	-2.2208	62
KDM5D	chrY:19744133-19744332	64	test	-0.2334	32	-0.8324	41	-0.6364	43
KDM5D	chrY:19744133-19744332_shuff	110	negative ctl	-0.4485	39	0.1759	57	0.1123	66
KDM5D	chrY:19744183-19744382	68	test	-1.0430	43	-1.8522	49	-1.7362	48
KDM5D	chrY:19744183-19744382_shuff	64	negative ctl	-1.9303	11	-1.6828	20	-1.2663	26
KDM5D	chrY:19744233-19744432	54	test	0.0396	17	-0.6163	33	-0.9843	36
KDM5D	chrY:19744233-19744432_shuff	92	negative ctl	0.3847	35	-0.4634	55	-0.4498	51
KDM5D	chrY:19744283-19744482	139	test	-1.5274	20	-0.8733	37	-0.7337	39
KDM5D	chrY:19744283-19744482_shuff	87	negative ctl	0.4187	26	-0.6975	36	-0.2264	45
KDM5D	chrY:19744333-19744532	88	test	-0.6308	18	-0.9571	41	-0.0069	47
KDM5D	chrY:19744333-19744532_shuff	134	negative ctl	-1.0722	30	-0.4180	56	-0.1963	69
KDM5D	chrY:19744383-19744582	71	test	1.3261	22	0.8114	34	0.9837	37
KDM5D	chrY:19744383-19744582_shuff	97	negative ctl	0.7832	49	-0.2663	61	0.2227	66
KDM5D	chrY:19744433-19744632	99	test	-0.0130	26	0.1391	37	0.3195	44
KDM5D	chrY:19744433-19744632_shuff	59	negative ctl	-1.8000	33	-1.3515	41	-1.0781	42
KDM5D	chrY:19744483-19744682	58	test	-0.1352	21	-0.0293	41	-0.3380	44
KDM5D	chrY:19744483-19744682_shuff	65	negative ctl	-1.1875	28	-0.3348	44	-0.0444	49
KDM5D	chrY:19744533-19744732	57	test	-1.4197	14	-0.2269	26	-0.5009	32
KDM5D	chrY:19744533-19744732_shuff	87	negative ctl	-0.5767	31	-0.7163	42	0.0801	46
KDM5D	chrY:19744583-19744782	60	test	-0.2974	14	-0.2261	27	-0.0934	31
KDM5D	chrY:19744583-19744782_shuff	42	negative ctl	-0.7666	16	-0.7824	21	-0.3696	28
KDM5D	chrY:19744633-19744832	78	test	0.4587	36	-0.0593	42	-0.4256	51
KDM5D	chrY:19744633-19744832_shuff	84	negative ctl	-0.4330	26	0.8003	54	-0.1109	60
KDM5D	chrY:19744683-19744882	82	test	0.2078	37	-0.3070	48	-0.5640	57
KDM5D	chrY:19744683-19744882_shuff	140	negative ctl	-0.0310	73	0.1948	76	-0.2638	84
KDM5D	chrY:19744733-19744932	48	test	0.9842	23	-0.4345	27	-0.0829	30
KDM5D	chrY:19744733-19744932_shuff	108	negative ctl	-0.9084	54	-1.4438	69	-1.3609	69
KDM5D	chrY:19744783-19744982	127	test	0.4575	59	-0.3745	67	-0.1695	76
KDM5D	chrY:19744783-19744982_shuff	120	negative ctl	-0.9042	45	-1.2140	78	-1.0600	83
KDM5D	chrY:19744833-19745032	121	test	0.2876	52	0.2601	67	0.1636	79
KDM5D	chrY:19744833-19745032_shuff	136	negative ctl	-0.9226	57	-0.2409	71	-0.4775	78
KDM5D	chrY:19744883-19745082	86	test	2.1400	43	0.6304	46	0.6750	59
KDM5D	chrY:19744883-19745082_shuff	89	negative ctl	0.7471	39	-0.3220	54	-0.1862	60
KDM5D	chrY:19744933-19745132	87	test	1.0535	32	0.1470	62	-0.0783	63
KDM5D	chrY:19744933-19745132_shuff	135	negative ctl	-1.1849	66	-1.1978	81	-1.5421	83
KDM5D	chrY:19744983-19745182	106	test	-0.7212	19	-0.1069	38	-0.8357	43
KDM5D	chrY:19744983-19745182_shuff	61	negative ctl	-0.8420	26	-0.6057	42	-0.7342	44
KDM5D	chrY:19745033-19745232_shuff	16	negative ctl	-1.3504	5	0.8533	9	-0.6509	11
KDM5D	chrY:19745083-19745282_shuff	44	negative ctl	-1.3655	16	-0.1852	28	-0.3357	32
KDM5D	chrY:19745133-19745332_shuff	88	negative ctl	-0.8931	28	-1.0175	44	-0.9949	45
KDM5D	chrY:19745183-19745382_shuff	76	negative ctl	-1.4882	29	-1.4685	51	-1.5486	49
KDM5D	chrY:19745233-19745432_shuff	97	negative ctl	-1.6696	37	-0.2869	50	-0.8377	62
KDM5D	chrY:19745283-19745482_shuff	89	negative ctl	-1.4775	45	-1.2037	63	-1.1868	66
KDM5D	chrY:19745333-19745532_shuff	88	negative ctl	-1.7980	31	-1.5786	53	-1.7375	55
KDM5D	chrY:19745383-19745582_shuff	48	negative ctl	-2.0575	23	-1.6016	27	-1.8679	28
KDM5D	chrY:19745433-19745632_shuff	54	negative ctl	-1.3000	28	-0.7340	34	-1.3007	41
KDM5D	chrY:19745483-19745682_shuff	27	negative ctl	-3.3355	15	-2.8378	18	-2.9140	18
KDM5D	chrY:19745533-19745732_shuff	50	negative ctl	-2.4774	23	-2.6706	29	-2.8719	30
KDM5D	chrY:19745583-19745782_shuff	50	negative ctl	-3.0619	14	-2.4840	31	-2.3308	27
KDM5D	chrY:19745633-19745832_shuff	25	negative ctl	-1.2189	15	-1.0128	15	-0.8586	18
KDM5D	chrY:19745683-19745882_shuff	31	negative ctl	-1.5996	10	-0.8226	21	-0.8333	23
KDM5D	chrY:19745733-19745932_shuff	27	negative ctl	-1.4089	8	-1.5447	19	-1.1840	20
KDM5D	chrY:19745783-19745982_shuff	36	negative ctl	-2.7131	25	-2.4872	26	-2.1715	25
KDM5D	chrY:19745833-19746032_shuff	43	negative ctl	-2.1190	15	-1.1952	21	-1.8318	21
EIF1AY	chrY:20575288-20575487	42	test	-0.9889	22	-1.4629	34	-1.1901	38
EIF1AY	chrY:20575338-20575537	41	test	-0.5788	16	-0.7736	25	-0.6718	27
EIF1AY	chrY:20575388-20575587	81	test	1.9063	60	1.9054	63	1.7581	63
EIF1AY	chrY:20575438-20575637	123	test	0.9020	48	1.7014	68	1.4966	75
EIF1AY	chrY:20575488-20575687	120	test	1.1433	43	1.7927	63	1.7876	68
EIF1AY	chrY:20575538-20575737	157	test	1.8432	69	2.2281	89	2.0366	103
EIF1AY	chrY:20575588-20575787	89	test	2.0735	45	1.7005	58	1.8470	61
EIF1AY	chrY:20575638-20575837	69	test	1.5526	36	1.9349	49	1.1095	59
EIF1AY	chrY:20575688-20575887	83	test	1.1749	51	0.9746	52	0.8042	61
EIF1AY	chrY:20575738-20575937	123	test	-0.1513	25	-0.5223	40	-0.6809	46
EIF1AY	chrY:20575788-20575987	95	test	-1.2952	33	-0.0613	54	-0.3882	60
EIF1AY	chrY:20575838-20576037	96	test	0.1043	23	-0.3545	43	-0.0545	53
EIF1AY	chrY:20575888-20576087	93	test	-0.0364	43	-0.4189	61	-0.0078	65
EIF1AY	chrY:20575938-20576137	89	test	0.6657	47	-0.0873	59	0.0195	62
EIF1AY	chrY:20575988-20576187	79	test	0.2040	42	-0.4835	46	-0.6140	51
EIF1AY	chrY:20576038-20576237	88	test	-0.5922	45	-1.3000	58	-1.1847	67
EIF1AY	chrY:20576088-20576287	110	test	-1.2258	49	-1.0182	58	-0.5795	66
EIF1AY	chrY:20576138-20576337	82	test	0.2360	32	-0.5373	61	-1.0913	60
EIF1AY	chrY:20576188-20576387	84	test	-0.7368	34	-0.0300	48	0.0554	56
EIF1AY	chrY:20576238-20576437	85	test	-0.1840	47	-1.2875	54	-1.3457	62
RPS4Y1	chrY:2841121-2841320	68	test	-0.9060	29	0.0062	41	-0.1617	44
RPS4Y1	chrY:2841171-2841370	63	test	-1.1031	27	-0.8147	40	-0.3247	41
RPS4Y1	chrY:2841221-2841420	58	test	-1.2556	27	-0.2447	37	-0.1751	41
RPS4Y1	chrY:2841271-2841470	44	test	0.4431	16	-0.3667	24	-0.9506	29
RPS4Y1	chrY:2841321-2841520	52	test	1.3313	21	-0.3273	22	-0.6576	25
RPS4Y1	chrY:2841371-2841570	61	test	2.3795	20	1.0609	32	1.2817	31
RPS4Y1	chrY:2841421-2841620	57	test	1.8812	24	1.5321	29	1.5943	37
RPS4Y1	chrY:2841471-2841670	94	test	2.0923	34	2.0419	41	2.1851	47
RPS4Y1	chrY:2841521-2841720	138	test	2.0966	31	1.8396	56	1.3931	63
RPS4Y1	chrY:2841571-2841770	83	test	0.8852	32	-0.2383	46	-0.3211	57
RPS4Y1	chrY:2841621-2841820	102	test	-1.3261	60	-1.3345	72	-1.5998	76
RPS4Y1	chrY:2841671-2841870	142	test	0.7108	65	-0.6533	83	-0.7169	90
RPS4Y1	chrY:2841721-2841920	86	test	1.2023	49	-0.3761	56	-0.5506	64
RPS4Y1	chrY:2841771-2841970	96	test	0.1504	40	-0.1825	52	-0.1885	67
RPS4Y1	chrY:2841821-2842020	120	test	0.3180	57	0.0160	66	0.1167	76
RPS4Y1	chrY:2841871-2842070	85	test	-0.4937	41	-0.3106	60	-1.0401	63
RPS4Y1	chrY:2841921-2842120	72	test	-1.2105	32	-1.1625	49	-0.8065	51
RPS4Y1	chrY:2841971-2842170	90	test	0.4078	25	0.3426	47	0.0017	58
RPS4Y1	chrY:2842021-2842220	89	test	0.1098	22	0.3092	50	0.3204	54
RPS4Y1	chrY:2842071-2842270	115	test	-0.9915	32	-0.9255	50	-0.6243	62
ZFY	chrY:2934921-2935120	82	test	0.5669	46	-0.8832	51	-0.6572	55
ZFY	chrY:2934971-2935170	75	test	-0.3928	29	-0.0867	50	0.0020	57
ZFY	chrY:2935021-2935220	74	test	0.5141	28	-0.0476	43	-0.2688	49
ZFY	chrY:2935071-2935270	126	test	0.5101	44	-0.1461	74	-0.0403	82
ZFY	chrY:2935121-2935320	140	test	-0.0210	80	-0.1320	113	0.0746	115
ZFY	chrY:2935171-2935370	91	test	1.3948	50	0.9313	68	0.9417	74
ZFY	chrY:2935221-2935420	56	test	0.9337	39	1.2497	49	0.9073	53
ZFY	chrY:2935271-2935470	82	test	0.6449	40	0.7115	63	0.5933	68
ZFY	chrY:2935321-2935520	16	test	0.8608	6	0.1681	14	0.4311	15
ZFY	chrY:2935471-2935670	67	test	-0.0820	43	-0.9790	46	-0.7845	51
ZFY	chrY:2935521-2935720	83	test	-0.7971	50	-0.7839	67	-0.7533	72
ZFY	chrY:2935571-2935770	115	test	-0.4130	54	-0.3031	67	-0.4801	75
ZFY	chrY:2935621-2935820	124	test	0.0503	54	-0.4723	73	-0.2637	83
ZFY	chrY:2935671-2935870	63	test	0.4546	32	0.0414	48	-0.2871	49
ZFY	chrY:2935721-2935920	83	test	1.2129	51	0.2035	64	0.3930	67
ZFY	chrY:2935771-2935970	53	test	0.9325	30	0.5685	36	0.6411	42
ZFY	chrY:2935821-2936020	67	test	0.7226	43	0.9096	45	0.8417	53
ZFY	chrY:2935871-2936070	100	test	1.5276	62	1.4318	75	1.2860	88
CMV	cmv:1-200	62	positive ctl	2.9940	36	5.8076	46	6.3890	50
CMV	cmv:1-200_shuff	73	negative ctl	-0.6279	25	-0.1852	48	-0.4025	51
